q,K,t_max,n_t,t_fft_s,t_direct_s,fft_speedup
101,200,198.27614305298275,849,0.043390545062720776,0.04109010798856616,0.9469829874036072
1009,200,153.31592780580775,823,0.17320738593116403,0.3529394590295851,2.0376697975792446
