anchor_log10,x_anchor,x,pi_x,R_x,policy,K,pi_K,err,abs_err,sigma_pred,ratio_emp_over_pred
8,100000000,239502662,13135800,13135750.913683,Kmax,8000,13135803.593859,3.593859,3.593859,18.140347,0.198114
8,100000000,249202115,13638076,13637931.161455,K=1,1,13637929.114157,-146.885843,146.885843,inf,nan
8,100000000,249202115,13638076,13637931.161455,logx,19,13638059.019638,-16.980362,16.980362,124.142387,0.136781
8,100000000,249202115,13638076,13637931.161455,log2x,374,13638044.054497,-31.945503,31.945503,56.297918,0.567437
8,100000000,249202115,13638076,13637931.161455,log3x,7227,13638072.902033,-3.097967,3.097967,19.208836,0.161278
8,100000000,249202115,13638076,13637931.161455,Kmax,8000,13638080.772433,4.772433,4.772433,18.466032,0.258444
8,100000000,259294380,14159548,14159377.404060,K=1,1,14159438.051090,-109.948910,109.948910,inf,nan
8,100000000,259294380,14159548,14159377.404060,logx,19,14159515.380348,-32.619652,32.619652,126.371727,0.258125
8,100000000,259294380,14159548,14159377.404060,log2x,375,14159526.119484,-21.880516,21.880516,57.258246,0.382137
8,100000000,259294380,14159548,14159377.404060,log3x,7271,14159524.109813,-23.890187,23.890187,19.507850,1.224645
8,100000000,259294380,14159548,14159377.404060,Kmax,8000,14159527.887422,-20.112578,20.112578,18.797644,1.069952
8,100000000,269795364,14700885,14700830.982727,K=1,1,14700937.407054,52.407054,52.407054,inf,nan
8,100000000,269795364,14700885,14700830.982727,logx,19,14700918.545701,33.545701,33.545701,128.641642,0.260769
8,100000000,269795364,14700885,14700830.982727,log2x,377,14700926.418731,41.418731,41.418731,58.184088,0.711857
8,100000000,269795364,14700885,14700830.982727,log3x,7316,14700854.738127,-30.261873,30.261873,19.810824,1.527542
8,100000000,269795364,14700885,14700830.982727,Kmax,8000,14700860.989818,-24.010182,24.010182,19.135291,1.254759
8,100000000,280721620,15263232,15263061.937329,K=1,1,15263182.314630,-49.685370,49.685370,inf,nan
8,100000000,280721620,15263232,15263061.937329,logx,19,15263067.162036,-164.837964,164.837964,130.952877,1.258758
8,100000000,280721620,15263232,15263061.937329,log2x,378,15263226.992798,-5.007202,5.007202,59.177466,0.084613
8,100000000,280721620,15263232,15263061.937329,log3x,7361,15263241.697393,9.697393,9.697393,20.118873,0.482005
8,100000000,280721620,15263232,15263061.937329,Kmax,8000,15263240.815708,8.815708,8.815708,19.479085,0.452573
8,100000000,292090372,15846849,15846870.056051,K=1,1,15846967.076106,118.076106,118.076106,inf,nan
8,100000000,292090372,15846849,15846870.056051,logx,19,15846859.100611,10.100611,10.100611,133.306192,0.075770
8,100000000,292090372,15846849,15846870.056051,log2x,380,15846821.578029,-27.421971,27.421971,60.135611,0.456002
8,100000000,292090372,15846849,15846870.056051,log3x,7406,15846878.927335,29.927335,29.927335,20.432083,1.464723
8,100000000,292090372,15846849,15846870.056051,Kmax,8000,15846880.887236,31.887236,31.887236,19.829137,1.608100
8,100000000,303919538,16452961,16453085.812174,K=1,1,16453128.153936,167.153936,167.153936,inf,nan
8,100000000,303919538,16452961,16453085.812174,logx,20,16453127.174353,166.174353,166.174353,134.570431,1.234850
8,100000000,303919538,16452961,16453085.812174,log2x,382,16452986.813751,25.813751,25.813751,61.110037,0.422414
8,100000000,303919538,16452961,16453085.812174,log3x,7452,16452936.811901,-24.188099,24.188099,20.749463,1.165722
8,100000000,303919538,16452961,16453085.812174,Kmax,8000,16452944.472044,-16.527956,16.527956,20.185565,0.818801
8,100000000,316227766,17082666,17082571.956025,K=1,1,17082544.303625,-121.696375,121.696375,inf,nan
8,100000000,316227766,17082666,17082571.956025,logx,20,17082736.924540,70.924540,70.924540,136.989890,0.517736
8,100000000,316227766,17082666,17082571.956025,log2x,383,17082743.220217,77.220217,77.220217,62.154796,1.242386
8,100000000,316227766,17082666,17082571.956025,log3x,7497,17082673.317844,7.317844,7.317844,21.073251,0.347257
8,100000000,316227766,17082666,17082571.956025,Kmax,8000,17082673.340653,7.340653,7.340653,20.548483,0.357236
8,100000000,316327766,17087785,17087681.114154,K=1,1,17087652.899180,-132.100820,132.100820,inf,nan
8,100000000,316327766,17087785,17087681.114154,logx,20,17087844.925385,59.925385,59.925385,137.009334,0.437382
8,100000000,316327766,17087785,17087681.114154,log2x,383,17087854.540417,69.540417,69.540417,62.163618,1.118667
8,100000000,316327766,17087785,17087681.114154,log3x,7498,17087773.133596,-11.866404,11.866404,21.075152,0.563052
8,100000000,316327766,17087785,17087681.114154,Kmax,8000,17087770.098479,-14.901521,14.901521,20.551400,0.725085
9,1000000000,1040498310,52800244,52799785.864461,K=1,1,52800000.787142,-243.212858,243.212858,inf,nan
9,1000000000,1040498310,52800244,52799785.864461,logx,21,52799911.786624,-332.213376,332.213376,232.314312,1.430017
9,1000000000,1040498310,52800244,52799785.864461,log2x,431,52800185.283438,-58.716562,58.716562,102.173423,0.574675
9,1000000000,1040498310,52800244,52799785.864461,log3x,8000,52800233.375389,-10.624611,10.624611,35.135464,0.302390
9,1000000000,1040498310,52800244,52799785.864461,Kmax,8000,52800233.375389,-10.624611,10.624611,35.135464,0.302390
9,1000000000,1082636734,54827582,54827302.782501,K=1,1,54827514.801007,-67.198993,67.198993,inf,nan
9,1000000000,1082636734,54827582,54827302.782501,logx,21,54827814.161964,232.161964,232.161964,236.519558,0.981576
9,1000000000,1082636734,54827582,54827302.782501,log2x,433,54827604.204302,22.204302,22.204302,103.861610,0.213787
9,1000000000,1082636734,54827582,54827302.782501,log3x,8000,54827602.813847,20.813847,20.813847,35.771470,0.581856
9,1000000000,1082636734,54827582,54827302.782501,Kmax,8000,54827602.813847,20.813847,20.813847,35.771470,0.581856
9,1000000000,1126481692,56933652,56932909.169962,K=1,1,56933052.051871,-599.948129,599.948129,inf,nan
9,1000000000,1126481692,56933652,56932909.169962,logx,21,56933386.186701,-265.813299,265.813299,240.801801,1.103868
9,1000000000,1126481692,56933652,56932909.169962,log2x,434,56933580.754895,-71.245105,71.245105,105.660291,0.674285
9,1000000000,1126481692,56933652,56932909.169962,log3x,8000,56933627.784810,-24.215190,24.215190,36.419121,0.664903
9,1000000000,1126481692,56933652,56932909.169962,Kmax,8000,56933627.784810,-24.215190,24.215190,36.419121,0.664903
9,1000000000,1172102298,59119932,59119620.674749,K=1,1,59119647.298121,-284.701879,284.701879,inf,nan
9,1000000000,1172102298,59119932,59119620.674749,logx,21,59119509.822036,-422.177964,422.177964,245.162466,1.722033
9,1000000000,1172102298,59119932,59119620.674749,log2x,436,59119796.091571,-135.908429,135.908429,107.407927,1.265348
9,1000000000,1172102298,59119932,59119620.674749,log3x,8000,59119904.703017,-27.296983,27.296983,37.078632,0.736192
9,1000000000,1172102298,59119932,59119620.674749,Kmax,8000,59119904.703017,-27.296983,27.296983,37.078632,0.736192
9,1000000000,1219570460,61390468,61390569.432620,K=1,1,61390467.206007,-0.793993,0.793993,inf,nan
9,1000000000,1219570460,61390468,61390569.432620,logx,21,61390252.724648,-215.275352,215.275352,249.602999,0.862471
9,1000000000,1219570460,61390468,61390569.432620,log2x,438,61390419.200028,-48.799972,48.799972,109.185573,0.446945
9,1000000000,1219570460,61390468,61390569.432620,log3x,8000,61390465.364062,-2.635938,2.635938,37.750223,0.069826
9,1000000000,1219570460,61390468,61390569.432620,Kmax,8000,61390465.364062,-2.635938,2.635938,37.750223,0.069826
9,1000000000,1268961003,63748818,63749009.057317,K=1,1,63748805.116380,-12.883620,12.883620,inf,nan
9,1000000000,1268961003,63748818,63749009.057317,logx,21,63748626.109023,-191.890977,191.890977,254.124877,0.755105
9,1000000000,1268961003,63748818,63749009.057317,log2x,439,63748858.720711,40.720711,40.720711,111.078561,0.366594
9,1000000000,1268961003,63748818,63749009.057317,log3x,8000,63748849.759653,31.759653,31.759653,38.434117,0.826340
9,1000000000,1268961003,63748818,63749009.057317,Kmax,8000,63748849.759653,31.759653,31.759653,38.434117,0.826340
9,1000000000,1320351780,66197903,66198319.011417,K=1,1,66198073.194496,170.194496,170.194496,inf,nan
9,1000000000,1320351780,66197903,66198319.011417,logx,21,66198130.493358,227.493358,227.493358,258.729603,0.879271
9,1000000000,1320351780,66197903,66198319.011417,log2x,441,66197974.934372,71.934372,71.934372,112.918856,0.637045
9,1000000000,1320351780,66197903,66198319.011417,log3x,8000,66197927.699387,24.699387,24.699387,39.130541,0.631205
9,1000000000,1320351780,66197903,66198319.011417,Kmax,8000,66197927.699387,24.699387,24.699387,39.130541,0.631205
9,1000000000,1373823796,68742268,68742009.554603,K=1,1,68741796.905798,-471.094202,471.094202,inf,nan
9,1000000000,1373823796,68742268,68742009.554603,logx,21,68742039.729739,-228.270261,228.270261,263.418707,0.866568
9,1000000000,1373823796,68742268,68742009.554603,log2x,443,68742220.836299,-47.163701,47.163701,114.790780,0.410867
9,1000000000,1373823796,68742268,68742009.554603,log3x,8000,68742278.690571,10.690571,10.690571,39.839726,0.268339
9,1000000000,1373823796,68742268,68742009.554603,Kmax,8000,68742278.690571,10.690571,10.690571,39.839726,0.268339
9,1000000000,1429461338,71383373,71383726.930016,K=1,1,71383614.815109,241.815109,241.815109,inf,nan
9,1000000000,1429461338,71383373,71383726.930016,logx,21,71383356.030896,-16.969104,16.969104,268.193749,0.063272
9,1000000000,1429461338,71383373,71383726.930016,log2x,444,71383407.885098,34.885098,34.885098,116.783126,0.298717
9,1000000000,1429461338,71383373,71383726.930016,log3x,8000,71383400.904928,27.904928,27.904928,40.561908,0.687959
9,1000000000,1429461338,71383373,71383726.930016,Kmax,8000,71383400.904928,27.904928,27.904928,40.561908,0.687959
9,1000000000,1487352107,74127352,74127258.596545,K=1,1,74127285.386454,-66.613546,66.613546,inf,nan
9,1000000000,1487352107,74127352,74127258.596545,logx,21,74127301.529218,-50.470782,50.470782,273.056318,0.184837
9,1000000000,1487352107,74127352,74127258.596545,log2x,446,74127181.556376,-170.443624,170.443624,118.721073,1.435664
9,1000000000,1487352107,74127352,74127258.596545,log3x,8000,74127343.700503,-8.299497,8.299497,41.297328,0.200969
9,1000000000,1487352107,74127352,74127258.596545,Kmax,8000,74127343.700503,-8.299497,8.299497,41.297328,0.200969
9,1000000000,1547587355,76977060,76976538.648585,K=1,1,76976700.689073,-359.310927,359.310927,inf,nan
9,1000000000,1547587355,76977060,76976538.648585,logx,21,76977049.506018,-10.493982,10.493982,278.008032,0.037747
9,1000000000,1547587355,76977060,76976538.648585,log2x,448,76977012.110200,-47.889800,47.889800,120.692356,0.396792
9,1000000000,1547587355,76977060,76976538.648585,log3x,8000,76977049.539284,-10.460716,10.460716,42.046231,0.248791
9,1000000000,1547587355,76977060,76976538.648585,Kmax,8000,76977049.539284,-10.460716,10.460716,42.046231,0.248791
9,1000000000,1610262028,79935945,79935653.468394,K=1,1,79935904.710329,-40.289671,40.289671,inf,nan
9,1000000000,1610262028,79935945,79935653.468394,logx,21,79935829.821347,-115.178653,115.178653,283.050538,0.406919
9,1000000000,1610262028,79935945,79935653.468394,log2x,449,79935951.512255,6.512255,6.512255,122.789387,0.053036
9,1000000000,1610262028,79935945,79935653.468394,log3x,8000,79935941.014135,-3.985865,3.985865,42.808865,0.093108
9,1000000000,1610262028,79935945,79935653.468394,Kmax,8000,79935941.014135,-3.985865,3.985865,42.808865,0.093108
9,1000000000,1675474919,83008565,83008847.796717,K=1,1,83009112.663834,547.663834,547.663834,inf,nan
9,1000000000,1675474919,83008565,83008847.796717,logx,21,83008976.657070,411.657070,411.657070,288.185516,1.428445
9,1000000000,1675474919,83008565,83008847.796717,log2x,451,83008673.416603,108.416603,108.416603,124.830251,0.868512
9,1000000000,1675474919,83008565,83008847.796717,log3x,8000,83008564.545017,-0.454983,0.454983,43.585484,0.010439
9,1000000000,1675474919,83008565,83008847.796717,Kmax,8000,83008564.545017,-0.454983,0.454983,43.585484,0.010439
9,1000000000,1743328822,86200557,86200530.793693,K=1,1,86200726.748325,169.748325,169.748325,inf,nan
9,1000000000,1743328822,86200557,86200530.793693,logx,21,86200602.034945,45.034945,45.034945,293.414675,0.153486
9,1000000000,1743328822,86200557,86200530.793693,log2x,453,86200521.785647,-35.214353,35.214353,126.906251,0.277483
9,1000000000,1743328822,86200557,86200530.793693,log3x,8000,86200528.112666,-28.887334,28.887334,44.376348,0.650962
9,1000000000,1743328822,86200557,86200530.793693,Kmax,8000,86200528.112666,-28.887334,28.887334,44.376348,0.650962
9,1000000000,1813930694,89515742,89515282.418970,K=1,1,89515345.525506,-396.474494,396.474494,inf,nan
9,1000000000,1813930694,89515742,89515282.418970,logx,21,89515618.422455,-123.577545,123.577545,298.739758,0.413663
9,1000000000,1813930694,89515742,89515282.418970,log2x,454,89515789.204121,47.204121,47.204121,129.113585,0.365602
9,1000000000,1813930694,89515742,89515282.418970,log3x,8000,89515758.097421,16.097421,16.097421,45.181719,0.356282
9,1000000000,1813930694,89515742,89515282.418970,Kmax,8000,89515758.097421,16.097421,16.097421,45.181719,0.356282
9,1000000000,1887391822,92957157,92957859.986846,K=1,1,92957765.590684,608.590684,608.590684,inf,nan
9,1000000000,1887391822,92957157,92957859.986846,logx,21,92957488.371844,331.371844,331.371844,304.162539,1.089456
9,1000000000,1887391822,92957157,92957859.986846,log2x,456,92957284.528603,127.528603,127.528603,131.262918,0.971551
9,1000000000,1887391822,92957157,92957859.986846,log3x,8000,92957134.116030,-22.883970,22.883970,46.001866,0.497457
9,1000000000,1887391822,92957157,92957859.986846,Kmax,8000,92957134.116030,-22.883970,22.883970,46.001866,0.497457
9,1000000000,1963828002,96532677,96533205.221771,K=1,1,96532977.100040,300.100040,300.100040,inf,nan
9,1000000000,1963828002,96532677,96533205.221771,logx,21,96532767.107094,90.107094,90.107094,309.684825,0.290964
9,1000000000,1963828002,96532677,96533205.221771,log2x,458,96532589.785443,-87.214557,87.214557,133.449288,0.653541
9,1000000000,1963828002,96532677,96533205.221771,log3x,8000,96532677.026779,0.026779,0.026779,46.837063,0.000572
9,1000000000,1963828002,96532677,96533205.221771,Kmax,8000,96532677.026779,0.026779,0.026779,46.837063,0.000572
9,1000000000,2043359718,100246481,100246451.248472,K=1,1,100246155.949402,-325.050598,325.050598,inf,nan
9,1000000000,2043359718,100246481,100246451.248472,logx,21,100246500.630540,19.630540,19.630540,315.308458,0.062258
9,1000000000,2043359718,100246481,100246451.248472,log2x,460,100246506.656040,25.656040,25.656040,135.673345,0.189102
9,1000000000,2043359718,100246481,100246451.248472,log3x,8000,100246449.630964,-31.369036,31.369036,47.687587,0.657803
9,1000000000,2043359718,100246481,100246451.248472,Kmax,8000,100246449.630964,-31.369036,31.369036,47.687587,0.657803
9,1000000000,2126112334,104103174,104102930.123294,K=1,1,104102657.721065,-516.278935,516.278935,inf,nan
9,1000000000,2126112334,104103174,104102930.123294,logx,21,104102864.113571,-309.886429,309.886429,321.035312,0.965272
9,1000000000,2126112334,104103174,104102930.123294,log2x,461,104103173.561349,-0.438651,0.438651,138.036507,0.003178
9,1000000000,2126112334,104103174,104102930.123294,log3x,8000,104103138.007585,-35.992415,35.992415,48.553723,0.741291
9,1000000000,2126112334,104103174,104102930.123294,Kmax,8000,104103138.007585,-35.992415,35.992415,48.553723,0.741291
9,1000000000,2212216291,108107516,108108180.528545,K=1,1,108108017.312143,501.312143,501.312143,inf,nan
9,1000000000,2212216291,108107516,108108180.528545,logx,22,108107828.688098,312.688098,312.688098,324.231772,0.964397
9,1000000000,2212216291,108107516,108108180.528545,log2x,463,108107596.217958,80.217958,80.217958,140.339207,0.571600
9,1000000000,2212216291,108107516,108108180.528545,log3x,8000,108107531.494464,15.494464,15.494464,49.435758,0.313426
9,1000000000,2212216291,108107516,108108180.528545,Kmax,8000,108107531.494464,15.494464,15.494464,49.435758,0.313426
9,1000000000,2301807313,112268742,112267955.813797,K=1,1,112267957.152483,-784.847517,784.847517,inf,nan
9,1000000000,2301807313,112268742,112267955.813797,logx,22,112268298.047187,-443.952813,443.952813,330.122950,1.344811
9,1000000000,2301807313,112268742,112267955.813797,log2x,465,112268684.535703,-57.464297,57.464297,142.681632,0.402745
9,1000000000,2301807313,112268742,112267955.813797,log3x,8000,112268717.046319,-24.953681,24.953681,50.333989,0.495762
9,1000000000,2301807313,112268742,112267955.813797,Kmax,8000,112268717.046319,-24.953681,24.953681,50.333989,0.495762
9,1000000000,2395026620,116588222,116588232.287662,K=1,1,116588404.162999,182.162999,182.162999,inf,nan
9,1000000000,2395026620,116588222,116588232.287662,logx,22,116588138.680842,-83.319158,83.319158,336.122308,0.247883
9,1000000000,2395026620,116588222,116588232.287662,log2x,466,116588209.182942,-12.817058,12.817058,145.169398,0.088290
9,1000000000,2395026620,116588222,116588232.287662,log3x,8000,116588290.269667,68.269667,68.269667,51.248713,1.332125
9,1000000000,2395026620,116588222,116588232.287662,Kmax,8000,116588290.269667,68.269667,68.269667,51.248713,1.332125
9,1000000000,2492021151,121074784,121075217.896061,K=1,1,121075513.193071,729.193071,729.193071,inf,nan
9,1000000000,2492021151,121074784,121075217.896061,logx,22,121074837.648864,53.648864,53.648864,342.231849,0.156762
9,1000000000,2492021151,121074784,121075217.896061,log2x,468,121074897.111999,113.111999,113.111999,147.594715,0.766369
9,1000000000,2492021151,121074784,121075217.896061,log3x,8000,121074757.333847,-26.666153,26.666153,52.180238,0.511039
9,1000000000,2492021151,121074784,121075217.896061,Kmax,8000,121074757.333847,-26.666153,26.666153,52.180238,0.511039
9,1000000000,2592943797,125736669,125735361.282623,K=1,1,125735692.542804,-976.457196,976.457196,inf,nan
9,1000000000,2592943797,125736669,125735361.282623,logx,22,125736176.058427,-492.941573,492.941573,348.453614,1.414655
9,1000000000,2592943797,125736669,125735361.282623,log2x,470,125736547.880123,-121.119877,121.119877,150.061907,0.807133
9,1000000000,2592943797,125736669,125735361.282623,log3x,8000,125736682.267885,13.267885,13.267885,53.128873,0.249730
9,1000000000,2592943797,125736669,125735361.282623,Kmax,8000,125736682.267885,13.267885,13.267885,53.128873,0.249730
9,1000000000,2697953640,130576025,130575361.042772,K=1,1,130575626.298445,-398.701555,398.701555,inf,nan
9,1000000000,2697953640,130576025,130575361.042772,logx,22,130575707.416028,-317.583972,317.583972,354.789680,0.895133
9,1000000000,2697953640,130576025,130575361.042772,log2x,472,130575923.276932,-101.723068,101.723068,152.571713,0.666723
9,1000000000,2697953640,130576025,130575361.042772,log3x,8000,130576031.514879,6.514879,6.514879,54.094936,0.120434
9,1000000000,2697953640,130576025,130575361.042772,Kmax,8000,130576031.514879,6.514879,6.514879,54.094936,0.120434
9,1000000000,2807216204,135602250,135602175.445455,K=1,1,135602289.541757,39.541757,39.541757,inf,nan
9,1000000000,2807216204,135602250,135602175.445455,logx,22,135602180.203588,-69.796412,69.796412,361.242165,0.193212
9,1000000000,2807216204,135602250,135602175.445455,log2x,473,135602157.073554,-92.926446,92.926446,155.235544,0.598616
9,1000000000,2807216204,135602250,135602175.445455,log3x,8000,135602322.233472,72.233472,72.233472,55.078749,1.311458
9,1000000000,2807216204,135602250,135602175.445455,Kmax,8000,135602322.233472,72.233472,72.233472,55.078749,1.311458
9,1000000000,2920903717,140823109,140823032.571356,K=1,1,140822954.387870,-154.612130,154.612130,inf,nan
9,1000000000,2920903717,140823109,140823032.571356,logx,22,140823439.177544,330.177544,330.177544,367.813225,0.897677
9,1000000000,2920903717,140823109,140823032.571356,log2x,475,140823240.649861,131.649861,131.649861,157.834252,0.834102
9,1000000000,2920903717,140823109,140823032.571356,log3x,8000,140823179.973357,70.973357,70.973357,56.080641,1.265559
9,1000000000,2920903717,140823109,140823032.571356,Kmax,8000,140823179.973357,70.973357,70.973357,56.080641,1.265559
9,1000000000,3039195382,146244811,146245440.771392,K=1,1,146245187.684822,376.684822,376.684822,inf,nan
9,1000000000,3039195382,146244811,146245440.771392,logx,22,146245072.262727,261.262727,261.262727,374.505055,0.697621
9,1000000000,3039195382,146244811,146245440.771392,log2x,477,146244822.689208,11.689208,11.689208,160.477882,0.072840
9,1000000000,3039195382,146244811,146245440.771392,log3x,8000,146244769.259609,-41.740391,41.740391,57.100947,0.730993
9,1000000000,3039195382,146244811,146245440.771392,Kmax,8000,146244769.259609,-41.740391,41.740391,57.100947,0.730993
9,1000000000,3162277660,151876932,151877199.579287,K=1,1,151876844.178544,-87.821456,87.821456,inf,nan
9,1000000000,3162277660,151876932,151877199.579287,logx,22,151876952.982882,20.982882,20.982882,381.319895,0.055027
9,1000000000,3162277660,151876932,151877199.579287,log2x,478,151877006.513920,74.513920,74.513920,163.282504,0.456350
9,1000000000,3162277660,151876932,151877199.579287,log3x,8000,151876892.332450,-39.667550,39.667550,58.140009,0.682276
9,1000000000,3162277660,151876932,151877199.579287,Kmax,8000,151876892.332450,-39.667550,39.667550,58.140009,0.682276
9,1000000000,3163277660,151922633,151922914.043814,K=1,1,151922558.231943,-74.768057,74.768057,inf,nan
9,1000000000,3163277660,151922633,151922914.043814,logx,22,151922670.400677,37.400677,37.400677,381.374670,0.098068
9,1000000000,3163277660,151922633,151922914.043814,log2x,479,151922724.107353,91.107353,91.107353,163.190663,0.558288
9,1000000000,3163277660,151922633,151922914.043814,log3x,8000,151922546.079472,-86.920528,86.920528,58.148361,1.494806
9,1000000000,3163277660,151922633,151922914.043814,Kmax,8000,151922546.079472,-86.920528,86.920528,58.148361,1.494806
