x,alpha,beta,prefactor,per_term_drift
100000.0,0.6907808950469695,-4.898514959259981,0.007457649765370828,-0.00048529046984413
1000000.0,0.7190735988182732,-5.145167386444458,0.005827498838054333,-0.00041414429654719335
10000000.0,0.7779800415859662,-5.732221995675488,0.0032398702519458073,-0.00025612813282521025
