anchor_log10,x,h,max_p_h,S_inf,pi_h,li2_x,sqrt_x,sigma_pred_pois,S_30,r_30,S_50,r_50,S_100,r_100,S_200,r_200,S_500,r_500,S_1000,r_1000,S_2000,r_2000,S_5000,r_5000,r_inf
9,1539926526,218,109,1.332663,5095924,3824055.842577,39241.897584,2257.471624,1.320324,46932.702129,1.320324,46932.702129,1.320324,46932.702129,1.332663,-254.132430,1.332663,-254.132430,1.332663,-254.132430,1.332663,-254.132430,1.332663,-254.132430,-254.132430
9,1539926526,302,151,1.329185,5083992,3824055.842577,39241.897584,2254.523707,1.320324,35000.702129,1.320324,35000.702129,1.320324,35000.702129,1.329185,1114.854492,1.329185,1114.854492,1.329185,1114.854492,1.329185,1114.854492,1.329185,1114.854492,1114.854492
9,1539926526,398,199,1.327026,5072674,3824055.842577,39241.897584,2252.691878,1.320324,23682.702129,1.320324,23682.702129,1.320324,23682.702129,1.327026,-1946.695322,1.327026,-1946.695322,1.327026,-1946.695322,1.327026,-1946.695322,1.327026,-1946.695322,-1946.695322
9,1539926526,502,251,1.325626,5069934,3824055.842577,39241.897584,2251.503580,1.320324,20942.702129,1.320324,20942.702129,1.320324,20942.702129,1.320324,20942.702129,1.325626,665.628644,1.325626,665.628644,1.325626,665.628644,1.325626,665.628644,665.628644
9,1539926526,606,101,2.667320,10199238,3824055.842577,39241.897584,3193.741132,2.640647,101255.404258,2.640647,101255.404258,2.640647,101255.404258,2.667320,-744.419941,2.667320,-744.419941,2.667320,-744.419941,2.667320,-744.419941,2.667320,-744.419941,-744.419941
9,1539926526,802,401,1.323633,5060319,3824055.842577,39241.897584,2249.810083,1.320324,11327.702129,1.320324,11327.702129,1.320324,11327.702129,1.320324,11327.702129,1.323633,-1326.411399,1.323633,-1326.411399,1.323633,-1326.411399,1.323633,-1326.411399,-1326.411399
9,1539926526,1006,503,1.322959,5058020,3824055.842577,39241.897584,2249.237454,1.320324,9028.702129,1.320324,9028.702129,1.320324,9028.702129,1.320324,9028.702129,1.320324,9028.702129,1.322959,-1049.124813,1.322959,-1049.124813,1.322959,-1049.124813,-1049.124813
9,1539926526,1198,599,1.322535,5055365,3824055.842577,39241.897584,2248.877180,1.320324,6373.702129,1.320324,6373.702129,1.320324,6373.702129,1.320324,6373.702129,1.320324,6373.702129,1.322535,-2083.569727,1.322535,-2083.569727,1.322535,-2083.569727,-2083.569727
9,1539926526,2018,1009,1.321635,5052904,3824055.842577,39241.897584,2248.111472,1.320324,3912.702129,1.320324,3912.702129,1.320324,3912.702129,1.320324,3912.702129,1.320324,3912.702129,1.320324,3912.702129,1.321635,-1101.191910,1.321635,-1101.191910,-1101.191910
9,1539926526,3030,101,3.556427,13597021,3824055.842577,39241.897584,3687.814605,3.520863,133044.205678,3.520863,133044.205678,3.520863,133044.205678,3.556427,-2955.559921,3.556427,-2955.559921,3.556427,-2955.559921,3.556427,-2955.559921,3.556427,-2955.559921,-2955.559921
9,1539926526,4006,2003,1.320983,5052596,3824055.842577,39241.897584,2247.557459,1.320324,3604.702129,1.320324,3604.702129,1.320324,3604.702129,1.320324,3604.702129,1.320324,3604.702129,1.320324,3604.702129,1.320324,3604.702129,1.320983,1081.468097,1081.468097
9,1778279410,2,0,1.320324,5745289,4352962.884514,42169.650342,2397.356829,1.320324,-2030.764309,1.320324,-2030.764309,1.320324,-2030.764309,1.320324,-2030.764309,1.320324,-2030.764309,1.320324,-2030.764309,1.320324,-2030.764309,1.320324,-2030.764309,-2030.764309
9,1778279410,6,3,2.640647,11490361,4352962.884514,42169.650342,3390.374541,2.640647,-4278.528618,2.640647,-4278.528618,2.640647,-4278.528618,2.640647,-4278.528618,2.640647,-4278.528618,2.640647,-4278.528618,2.640647,-4278.528618,2.640647,-4278.528618,-4278.528618
9,1778279410,14,7,1.584388,6895224,4352962.884514,42169.650342,2626.172827,1.584388,-1559.717171,1.584388,-1559.717171,1.584388,-1559.717171,1.584388,-1559.717171,1.584388,-1559.717171,1.584388,-1559.717171,1.584388,-1559.717171,1.584388,-1559.717171,-1559.717171
9,1778279410,22,11,1.467026,6385510,4352962.884514,42169.650342,2527.035981,1.467026,-400.849232,1.467026,-400.849232,1.467026,-400.849232,1.467026,-400.849232,1.467026,-400.849232,1.467026,-400.849232,1.467026,-400.849232,1.467026,-400.849232,-400.849232
9,1778279410,30,5,3.520863,15328853,4352962.884514,42169.650342,3914.867308,3.520863,2666.961843,3.520863,2666.961843,3.520863,2666.961843,3.520863,2666.961843,3.520863,2666.961843,3.520863,2666.961843,3.520863,2666.961843,3.520863,2666.961843,2666.961843
9,1778279410,38,19,1.397990,6086210,4352962.884514,42169.650342,2466.859825,1.397990,812.602496,1.397990,812.602496,1.397990,812.602496,1.397990,812.602496,1.397990,812.602496,1.397990,812.602496,1.397990,812.602496,1.397990,812.602496,812.602496
9,1778279410,42,7,3.168777,13793983,4352962.884514,42169.650342,3713.969229,3.168777,415.565658,3.168777,415.565658,3.168777,415.565658,3.168777,415.565658,3.168777,415.565658,3.168777,415.565658,3.168777,415.565658,3.168777,415.565658,415.565658
9,1778279410,46,23,1.383196,6018957,4352962.884514,42169.650342,2453.772943,1.383196,-2044.657848,1.383196,-2044.657848,1.383196,-2044.657848,1.383196,-2044.657848,1.383196,-2044.657848,1.383196,-2044.657848,1.383196,-2044.657848,1.383196,-2044.657848,-2044.657848
9,1778279410,58,29,1.369225,5961912,4352962.884514,42169.650342,2441.348697,1.369225,1728.540717,1.369225,1728.540717,1.369225,1728.540717,1.369225,1728.540717,1.369225,1728.540717,1.369225,1728.540717,1.369225,1728.540717,1.369225,1728.540717,1728.540717
9,1778279410,62,31,1.365852,5943228,4352962.884514,42169.650342,2438.340256,1.320324,195908.235691,1.365852,-2275.204458,1.365852,-2275.204458,1.365852,-2275.204458,1.365852,-2275.204458,1.365852,-2275.204458,1.365852,-2275.204458,1.365852,-2275.204458,-2275.204458
9,1778279410,78,13,2.880706,12537831,4352962.884514,42169.650342,3541.130718,2.880706,-1775.758492,2.880706,-1775.758492,2.880706,-1775.758492,2.880706,-1775.758492,2.880706,-1775.758492,2.880706,-1775.758492,2.880706,-1775.758492,2.880706,-1775.758492,-1775.758492
9,1778279410,82,41,1.354178,5895120,4352962.884514,42169.650342,2427.897637,1.320324,147800.235691,1.354178,433.062247,1.354178,433.062247,1.354178,433.062247,1.354178,433.062247,1.354178,433.062247,1.354178,433.062247,1.354178,433.062247,433.062247
9,1778279410,106,53,1.346212,5858653,4352962.884514,42169.650342,2420.746230,1.320324,111333.235691,1.320324,111333.235691,1.346212,-1359.308707,1.346212,-1359.308707,1.346212,-1359.308707,1.346212,-1359.308707,1.346212,-1359.308707,1.346212,-1359.308707,-1359.308707
9,1778279410,158,79,1.337471,5820424,4352962.884514,42169.650342,2412.873863,1.320324,73104.235691,1.320324,73104.235691,1.337471,-1536.280729,1.337471,-1536.280729,1.337471,-1536.280729,1.337471,-1536.280729,1.337471,-1536.280729,1.337471,-1536.280729,-1536.280729
9,1778279410,198,11,2.934053,12772858,4352962.884514,42169.650342,3573.768557,2.934053,1036.301535,2.934053,1036.301535,2.934053,1036.301535,2.934053,1036.301535,2.934053,1036.301535,2.934053,1036.301535,2.934053,1036.301535,2.934053,1036.301535,1036.301535
9,1778279410,218,109,1.332663,5800759,4352962.884514,42169.650342,2408.533378,1.320324,53439.235691,1.320324,53439.235691,1.320324,53439.235691,1.332663,-274.033134,1.332663,-274.033134,1.332663,-274.033134,1.332663,-274.033134,1.332663,-274.033134,-274.033134
9,1778279410,302,151,1.329185,5786063,4352962.884514,42169.650342,2405.388197,1.320324,38743.235691,1.320324,38743.235691,1.320324,38743.235691,1.329185,170.619823,1.329185,170.619823,1.329185,170.619823,1.329185,170.619823,1.329185,170.619823,170.619823
9,1778279410,398,199,1.327026,5774419,4352962.884514,42169.650342,2403.433789,1.320324,27099.235691,1.320324,27099.235691,1.320324,27099.235691,1.327026,-2074.976311,1.327026,-2074.976311,1.327026,-2074.976311,1.327026,-2074.976311,1.327026,-2074.976311,-2074.976311
9,1778279410,502,251,1.325626,5770743,4352962.884514,42169.650342,2402.165975,1.320324,23423.235691,1.320324,23423.235691,1.320324,23423.235691,1.320324,23423.235691,1.325626,341.630212,1.325626,341.630212,1.325626,341.630212,1.325626,341.630212,341.630212
9,1778279410,606,101,2.667320,11609510,4352962.884514,42169.650342,3407.454622,2.640647,114870.471382,2.640647,114870.471382,2.640647,114870.471382,2.667320,-1236.998604,2.667320,-1236.998604,2.667320,-1236.998604,2.667320,-1236.998604,2.667320,-1236.998604,-1236.998604
9,1778279410,802,401,1.323633,5761378,4352962.884514,42169.650342,2400.359155,1.320324,14058.235691,1.320324,14058.235691,1.320324,14058.235691,1.320324,14058.235691,1.323633,-346.074495,1.323633,-346.074495,1.323633,-346.074495,1.323633,-346.074495,-346.074495
9,1778279410,1006,503,1.322959,5758256,4352962.884514,42169.650342,2399.748208,1.320324,10936.235691,1.320324,10936.235691,1.320324,10936.235691,1.320324,10936.235691,1.320324,10936.235691,1.322959,-535.460445,1.322959,-535.460445,1.322959,-535.460445,-535.460445
9,1778279410,1198,599,1.322535,5755453,4352962.884514,42169.650342,2399.363825,1.320324,8133.235691,1.320324,8133.235691,1.320324,8133.235691,1.320324,8133.235691,1.320324,8133.235691,1.322535,-1493.765589,1.322535,-1493.765589,1.322535,-1493.765589,-1493.765589
9,1778279410,2018,1009,1.321635,5751525,4352962.884514,42169.650342,2398.546879,1.320324,4205.235691,1.320324,4205.235691,1.320324,4205.235691,1.320324,4205.235691,1.320324,4205.235691,1.320324,4205.235691,1.321635,-1502.132496,1.321635,-1502.132496,-1502.132496
9,1778279410,3030,101,3.556427,15479386,4352962.884514,42169.650342,3934.589686,3.520863,153199.961843,3.520863,153199.961843,3.520863,153199.961843,3.556427,-1609.998139,3.556427,-1609.998139,3.556427,-1609.998139,3.556427,-1609.998139,3.556427,-1609.998139,-1609.998139
9,1778279410,4006,2003,1.320983,5749959,4352962.884514,42169.650342,2397.955794,1.320324,2639.235691,1.320324,2639.235691,1.320324,2639.235691,1.320324,2639.235691,1.320324,2639.235691,1.320324,2639.235691,1.320324,2639.235691,1.320983,-232.988079,-232.988079
