anchor_log10,x,h,max_p_h,S_inf,pi_h,li2_x,sqrt_x,sigma_pred_pois,S_30,r_30,S_50,r_50,S_100,r_100,S_200,r_200,S_500,r_500,S_1000,r_1000,S_2000,r_2000,S_5000,r_5000,r_inf
7,15399265,2018,1009,1.321635,85330,64701.985971,3924.189725,292.425024,1.320324,-97.561095,1.320324,-97.561095,1.320324,-97.561095,1.320324,-97.561095,1.320324,-97.561095,1.320324,-97.561095,1.321635,-182.394820,1.321635,-182.394820,-182.394820
7,15399265,3030,101,3.556427,229664,64701.985971,3924.189725,479.695642,3.520863,1857.170414,3.520863,1857.170414,3.520863,1857.170414,3.556427,-443.908672,3.556427,-443.908672,3.556427,-443.908672,3.556427,-443.908672,3.556427,-443.908672,-443.908672
7,15399265,4006,2003,1.320983,85164,64701.985971,3924.189725,292.352961,1.320324,-263.561095,1.320324,-263.561095,1.320324,-263.561095,1.320324,-263.561095,1.320324,-263.561095,1.320324,-263.561095,1.320324,-263.561095,1.320983,-306.253529,-306.253529
7,17782794,2,0,1.320324,97052,73327.461326,4216.965022,311.152664,1.320324,236.019959,1.320324,236.019959,1.320324,236.019959,1.320324,236.019959,1.320324,236.019959,1.320324,236.019959,1.320324,236.019959,1.320324,236.019959,236.019959
7,17782794,6,3,2.640647,192855,73327.461326,4216.965022,440.036317,2.640647,-776.960081,2.640647,-776.960081,2.640647,-776.960081,2.640647,-776.960081,2.640647,-776.960081,2.640647,-776.960081,2.640647,-776.960081,2.640647,-776.960081,-776.960081
7,17782794,14,7,1.584388,116178,73327.461326,4216.965022,340.850665,1.584388,-1.176049,1.584388,-1.176049,1.584388,-1.176049,1.584388,-1.176049,1.584388,-1.176049,1.584388,-1.176049,1.584388,-1.176049,1.584388,-1.176049,-1.176049
7,17782794,22,11,1.467026,107386,73327.461326,4216.965022,327.983706,1.467026,-187.311156,1.467026,-187.311156,1.467026,-187.311156,1.467026,-187.311156,1.467026,-187.311156,1.467026,-187.311156,1.467026,-187.311156,1.467026,-187.311156,-187.311156
7,17782794,30,5,3.520863,257876,73327.461326,4216.965022,508.110172,3.520863,-299.946775,3.520863,-299.946775,3.520863,-299.946775,3.520863,-299.946775,3.520863,-299.946775,3.520863,-299.946775,3.520863,-299.946775,3.520863,-299.946775,-299.946775
7,17782794,38,19,1.397990,102496,73327.461326,4216.965022,320.173449,1.397990,-15.037690,1.397990,-15.037690,1.397990,-15.037690,1.397990,-15.037690,1.397990,-15.037690,1.397990,-15.037690,1.397990,-15.037690,1.397990,-15.037690,-15.037690
7,17782794,42,7,3.168777,232173,73327.461326,4216.965022,482.035634,3.168777,-185.352098,3.168777,-185.352098,3.168777,-185.352098,3.168777,-185.352098,3.168777,-185.352098,3.168777,-185.352098,3.168777,-185.352098,3.168777,-185.352098,-185.352098
7,17782794,46,23,1.383196,101339,73327.461326,4216.965022,318.474905,1.383196,-87.264804,1.383196,-87.264804,1.383196,-87.264804,1.383196,-87.264804,1.383196,-87.264804,1.383196,-87.264804,1.383196,-87.264804,1.383196,-87.264804,-87.264804
7,17782794,58,29,1.369225,100237,73327.461326,4216.965022,316.862363,1.369225,-164.757079,1.369225,-164.757079,1.369225,-164.757079,1.369225,-164.757079,1.369225,-164.757079,1.369225,-164.757079,1.369225,-164.757079,1.369225,-164.757079,-164.757079
7,17782794,62,31,1.365852,99973,73327.461326,4216.965022,316.471898,1.320324,3157.019959,1.365852,-181.462111,1.365852,-181.462111,1.365852,-181.462111,1.365852,-181.462111,1.365852,-181.462111,1.365852,-181.462111,1.365852,-181.462111,-181.462111
7,17782794,78,13,2.880706,210884,73327.461326,4216.965022,459.602943,2.880706,-350.865543,2.880706,-350.865543,2.880706,-350.865543,2.880706,-350.865543,2.880706,-350.865543,2.880706,-350.865543,2.880706,-350.865543,2.880706,-350.865543,-350.865543
7,17782794,82,41,1.354178,99221,73327.461326,4216.965022,315.116552,1.320324,2405.019959,1.354178,-77.441067,1.354178,-77.441067,1.354178,-77.441067,1.354178,-77.441067,1.354178,-77.441067,1.354178,-77.441067,1.354178,-77.441067,-77.441067
7,17782794,106,53,1.346212,98652,73327.461326,4216.965022,314.188371,1.320324,1836.019959,1.320324,1836.019959,1.346212,-62.332590,1.346212,-62.332590,1.346212,-62.332590,1.346212,-62.332590,1.346212,-62.332590,1.346212,-62.332590,-62.332590
7,17782794,158,79,1.337471,98072,73327.461326,4216.965022,313.166618,1.320324,1256.019959,1.320324,1256.019959,1.337471,-1.330431,1.337471,-1.330431,1.337471,-1.330431,1.337471,-1.330431,1.337471,-1.330431,1.337471,-1.330431,-1.330431
7,17782794,198,11,2.934053,215333,73327.461326,4216.965022,463.839005,2.934053,186.377687,2.934053,186.377687,2.934053,186.377687,2.934053,186.377687,2.934053,186.377687,2.934053,186.377687,2.934053,186.377687,2.934053,186.377687,186.377687
7,17782794,218,109,1.332663,97265,73327.461326,4216.965022,312.603267,1.320324,449.019959,1.320324,449.019959,1.320324,449.019959,1.332663,-455.802284,1.332663,-455.802284,1.332663,-455.802284,1.332663,-455.802284,1.332663,-455.802284,-455.802284
7,17782794,302,151,1.329185,97605,73327.461326,4216.965022,312.195054,1.320324,789.019959,1.320324,789.019959,1.320324,789.019959,1.329185,139.248281,1.329185,139.248281,1.329185,139.248281,1.329185,139.248281,1.329185,139.248281,139.248281
7,17782794,398,199,1.327026,97010,73327.461326,4216.965022,311.941391,1.320324,194.019959,1.320324,194.019959,1.320324,194.019959,1.327026,-297.431716,1.327026,-297.431716,1.327026,-297.431716,1.327026,-297.431716,1.327026,-297.431716,-297.431716
7,17782794,502,251,1.325626,97290,73327.461326,4216.965022,311.776842,1.320324,474.019959,1.320324,474.019959,1.320324,474.019959,1.320324,474.019959,1.325626,85.200762,1.325626,85.200762,1.325626,85.200762,1.325626,85.200762,85.200762
7,17782794,606,101,2.667320,195260,73327.461326,4216.965022,442.253138,2.640647,1628.039919,2.640647,1628.039919,2.640647,1628.039919,2.667320,-327.838466,2.667320,-327.838466,2.667320,-327.838466,2.667320,-327.838466,2.667320,-327.838466,-327.838466
7,17782794,802,401,1.323633,97106,73327.461326,4216.965022,311.542335,1.320324,290.019959,1.320324,290.019959,1.320324,290.019959,1.320324,290.019959,1.323633,47.373393,1.323633,47.373393,1.323633,47.373393,1.323633,47.373393,47.373393
7,17782794,1006,503,1.322959,96854,73327.461326,4216.965022,311.463040,1.320324,38.019959,1.320324,38.019959,1.320324,38.019959,1.320324,38.019959,1.320324,38.019959,1.322959,-155.225510,1.322959,-155.225510,1.322959,-155.225510,-155.225510
7,17782794,1198,599,1.322535,96589,73327.461326,4216.965022,311.413151,1.320324,-226.980041,1.320324,-226.980041,1.320324,-226.980041,1.320324,-226.980041,1.320324,-226.980041,1.322535,-389.150861,1.322535,-389.150861,1.322535,-389.150861,-389.150861
7,17782794,2018,1009,1.321635,96904,73327.461326,4216.965022,311.307120,1.320324,88.019959,1.320324,88.019959,1.320324,88.019959,1.320324,88.019959,1.320324,88.019959,1.320324,88.019959,1.321635,-8.123020,1.321635,-8.123020,-8.123020
7,17782794,3030,101,3.556427,260452,73327.461326,4216.965022,510.669937,3.520863,2276.053225,3.520863,2276.053225,3.520863,2276.053225,3.556427,-331.784621,3.556427,-331.784621,3.556427,-331.784621,3.556427,-331.784621,3.556427,-331.784621,-331.784621
7,17782794,4006,2003,1.320983,96681,73327.461326,4216.965022,311.230403,1.320324,-134.980041,1.320324,-134.980041,1.320324,-134.980041,1.320324,-134.980041,1.320324,-134.980041,1.320324,-134.980041,1.320324,-134.980041,1.320983,-183.363839,-183.363839
8,100000000,2,0,1.320324,440312,333530.191884,10000.000000,663.602135,1.320324,-55.794227,1.320324,-55.794227,1.320324,-55.794227,1.320324,-55.794227,1.320324,-55.794227,1.320324,-55.794227,1.320324,-55.794227,1.320324,-55.794227,-55.794227
8,100000000,6,3,2.640647,879908,333530.191884,10000.000000,938.475140,2.640647,-827.588455,2.640647,-827.588455,2.640647,-827.588455,2.640647,-827.588455,2.640647,-827.588455,2.640647,-827.588455,2.640647,-827.588455,2.640647,-827.588455,-827.588455
8,100000000,14,7,1.584388,528095,333530.191884,10000.000000,726.939718,1.584388,-346.353073,1.584388,-346.353073,1.584388,-346.353073,1.584388,-346.353073,1.584388,-346.353073,1.584388,-346.353073,1.584388,-346.353073,1.584388,-346.353073,-346.353073
8,100000000,22,11,1.467026,489085,333530.191884,10000.000000,699.498069,1.467026,-212.549141,1.467026,-212.549141,1.467026,-212.549141,1.467026,-212.549141,1.467026,-212.549141,1.467026,-212.549141,1.467026,-212.549141,1.467026,-212.549141,-212.549141
8,100000000,30,5,3.520863,1173934,333530.191884,10000.000000,1083.657749,3.520863,-380.117939,3.520863,-380.117939,3.520863,-380.117939,3.520863,-380.117939,3.520863,-380.117939,3.520863,-380.117939,3.520863,-380.117939,3.520863,-380.117939,-380.117939
8,100000000,38,19,1.397990,465528,333530.191884,10000.000000,682.840964,1.397990,-743.782123,1.397990,-743.782123,1.397990,-743.782123,1.397990,-743.782123,1.397990,-743.782123,1.397990,-743.782123,1.397990,-743.782123,1.397990,-743.782123,-743.782123
8,100000000,42,7,3.168777,1056727,333530.191884,10000.000000,1028.048008,3.168777,-155.706146,3.168777,-155.706146,3.168777,-155.706146,3.168777,-155.706146,3.168777,-155.706146,3.168777,-155.706146,3.168777,-155.706146,3.168777,-155.706146,-155.706146
8,100000000,46,23,1.383196,461063,333530.191884,10000.000000,679.218440,1.383196,-274.689190,1.383196,-274.689190,1.383196,-274.689190,1.383196,-274.689190,1.383196,-274.689190,1.383196,-274.689190,1.383196,-274.689190,1.383196,-274.689190,-274.689190
8,100000000,58,29,1.369225,456516,333530.191884,10000.000000,675.779337,1.369225,-161.712532,1.369225,-161.712532,1.369225,-161.712532,1.369225,-161.712532,1.369225,-161.712532,1.369225,-161.712532,1.369225,-161.712532,1.369225,-161.712532,-161.712532
8,100000000,62,31,1.365852,455574,333530.191884,10000.000000,674.946584,1.320324,15206.205773,1.365852,21.109420,1.365852,21.109420,1.365852,21.109420,1.365852,21.109420,1.365852,21.109420,1.365852,21.109420,1.365852,21.109420,21.109420
8,100000000,78,13,2.880706,960281,333530.191884,10000.000000,980.205315,2.880706,-521.460132,2.880706,-521.460132,2.880706,-521.460132,2.880706,-521.460132,2.880706,-521.460132,2.880706,-521.460132,2.880706,-521.460132,2.880706,-521.460132,-521.460132
8,100000000,82,41,1.354178,451422,333530.191884,10000.000000,672.056007,1.320324,11054.205773,1.354178,-237.276131,1.354178,-237.276131,1.354178,-237.276131,1.354178,-237.276131,1.354178,-237.276131,1.354178,-237.276131,1.354178,-237.276131,-237.276131
8,100000000,106,53,1.346212,448960,333530.191884,10000.000000,670.076456,1.320324,8592.205773,1.320324,8592.205773,1.346212,-42.456859,1.346212,-42.456859,1.346212,-42.456859,1.346212,-42.456859,1.346212,-42.456859,1.346212,-42.456859,-42.456859
8,100000000,158,79,1.337471,446070,333530.191884,10000.000000,667.897340,1.320324,5702.205773,1.320324,5702.205773,1.337471,-16.856490,1.337471,-16.856490,1.337471,-16.856490,1.337471,-16.856490,1.337471,-16.856490,1.337471,-16.856490,-16.856490
8,100000000,198,11,2.934053,978879,333530.191884,10000.000000,989.239657,2.934053,283.901717,2.934053,283.901717,2.934053,283.901717,2.934053,283.901717,2.934053,283.901717,2.934053,283.901717,2.934053,283.901717,2.934053,283.901717,283.901717
8,100000000,218,109,1.332663,444282,333530.191884,10000.000000,666.695869,1.320324,3914.205773,1.320324,3914.205773,1.320324,3914.205773,1.332663,-201.381089,1.332663,-201.381089,1.332663,-201.381089,1.332663,-201.381089,1.332663,-201.381089,-201.381089
8,100000000,302,151,1.329185,444024,333530.191884,10000.000000,665.825264,1.320324,3656.205773,1.320324,3656.205773,1.320324,3656.205773,1.329185,700.717221,1.329185,700.717221,1.329185,700.717221,1.329185,700.717221,1.329185,700.717221,700.717221
8,100000000,398,199,1.327026,442126,333530.191884,10000.000000,665.284273,1.320324,1758.205773,1.320324,1758.205773,1.320324,1758.205773,1.327026,-477.163741,1.327026,-477.163741,1.327026,-477.163741,1.327026,-477.163741,1.327026,-477.163741,-477.163741
8,100000000,502,251,1.325626,441677,333530.191884,10000.000000,664.933335,1.320324,1309.205773,1.320324,1309.205773,1.320324,1309.205773,1.320324,1309.205773,1.325626,-459.339586,1.325626,-459.339586,1.325626,-459.339586,1.325626,-459.339586,-459.339586
8,100000000,606,101,2.667320,888887,333530.191884,10000.000000,943.203004,2.640647,8151.411545,2.640647,8151.411545,2.640647,8151.411545,2.667320,-744.907530,2.667320,-744.907530,2.667320,-744.907530,2.667320,-744.907530,2.667320,-744.907530,-744.907530
8,100000000,802,401,1.323633,441231,333530.191884,10000.000000,664.433197,1.320324,863.205773,1.320324,863.205773,1.320324,863.205773,1.320324,863.205773,1.323633,-240.472910,1.323633,-240.472910,1.323633,-240.472910,1.323633,-240.472910,-240.472910
8,100000000,1006,503,1.322959,441270,333530.191884,10000.000000,664.264083,1.320324,902.205773,1.320324,902.205773,1.320324,902.205773,1.320324,902.205773,1.320324,902.205773,1.322959,23.228140,1.322959,23.228140,1.322959,23.228140,23.228140
8,100000000,1198,599,1.322535,440512,333530.191884,10000.000000,664.157684,1.320324,144.205773,1.320324,144.205773,1.320324,144.205773,1.320324,144.205773,1.320324,144.205773,1.322535,-593.428723,1.322535,-593.428723,1.322535,-593.428723,-593.428723
8,100000000,2018,1009,1.321635,440924,333530.191884,10000.000000,663.931548,1.320324,556.205773,1.320324,556.205773,1.320324,556.205773,1.320324,556.205773,1.320324,556.205773,1.320324,556.205773,1.321635,118.899125,1.321635,118.899125,118.899125
8,100000000,3030,101,3.556427,1185695,333530.191884,10000.000000,1089.117017,3.520863,11380.882061,3.520863,11380.882061,3.520863,11380.882061,3.556427,-480.876707,3.556427,-480.876707,3.556427,-480.876707,3.556427,-480.876707,3.556427,-480.876707,-480.876707
8,100000000,4006,2003,1.320983,440304,333530.191884,10000.000000,663.767932,1.320324,-63.794227,1.320324,-63.794227,1.320324,-63.794227,1.320324,-63.794227,1.320324,-63.794227,1.320324,-63.794227,1.320324,-63.794227,1.320983,-283.868087,-283.868087
8,115478198,2,0,1.320324,500156,378783.284783,10746.078261,707.189170,1.320324,39.477811,1.320324,39.477811,1.320324,39.477811,1.320324,39.477811,1.320324,39.477811,1.320324,39.477811,1.320324,39.477811,1.320324,39.477811,39.477811
8,115478198,6,3,2.640647,999537,378783.284783,10746.078261,1000.116515,2.640647,-696.044378,2.640647,-696.044378,2.640647,-696.044378,2.640647,-696.044378,2.640647,-696.044378,2.640647,-696.044378,2.640647,-696.044378,2.640647,-696.044378,-696.044378
8,115478198,14,7,1.584388,599962,378783.284783,10746.078261,774.686922,1.584388,-177.826627,1.584388,-177.826627,1.584388,-177.826627,1.584388,-177.826627,1.584388,-177.826627,1.584388,-177.826627,1.584388,-177.826627,1.584388,-177.826627,-177.826627
8,115478198,22,11,1.467026,555485,378783.284783,10746.078261,745.442838,1.467026,-200.024654,1.467026,-200.024654,1.467026,-200.024654,1.467026,-200.024654,1.467026,-200.024654,1.467026,-200.024654,1.467026,-200.024654,1.467026,-200.024654,-200.024654
8,115478198,30,5,3.520863,1333693,378783.284783,10746.078261,1154.835079,3.520863,48.940830,3.520863,48.940830,3.520863,48.940830,3.520863,48.940830,3.520863,48.940830,3.520863,48.940830,3.520863,48.940830,3.520863,48.940830,48.940830
8,115478198,38,19,1.397990,529078,378783.284783,10746.078261,727.691653,1.397990,-457.141141,1.397990,-457.141141,1.397990,-457.141141,1.397990,-457.141141,1.397990,-457.141141,1.397990,-457.141141,1.397990,-457.141141,1.397990,-457.141141,-457.141141
8,115478198,42,7,3.168777,1199721,378783.284783,10746.078261,1095.572751,3.168777,-558.653253,3.168777,-558.653253,3.168777,-558.653253,3.168777,-558.653253,3.168777,-558.653253,3.168777,-558.653253,3.168777,-558.653253,3.168777,-558.653253,-558.653253
8,115478198,46,23,1.383196,523522,378783.284783,10746.078261,723.831192,1.383196,-409.594674,1.383196,-409.594674,1.383196,-409.594674,1.383196,-409.594674,1.383196,-409.594674,1.383196,-409.594674,1.383196,-409.594674,1.383196,-409.594674,-409.594674
8,115478198,58,29,1.369225,518850,378783.284783,10746.078261,720.166201,1.369225,210.643656,1.369225,210.643656,1.369225,210.643656,1.369225,210.643656,1.369225,210.643656,1.369225,210.643656,1.369225,210.643656,1.369225,210.643656,210.643656
8,115478198,62,31,1.365852,517406,378783.284783,10746.078261,719.278750,1.320324,17289.477811,1.365852,44.080494,1.365852,44.080494,1.365852,44.080494,1.365852,44.080494,1.365852,44.080494,1.365852,44.080494,1.365852,44.080494,44.080494
8,115478198,78,13,2.880706,1090771,378783.284783,10746.078261,1044.587632,2.880706,-392.321139,2.880706,-392.321139,2.880706,-392.321139,2.880706,-392.321139,2.880706,-392.321139,2.880706,-392.321139,2.880706,-392.321139,2.880706,-392.321139,-392.321139
8,115478198,82,41,1.354178,512633,378783.284783,10746.078261,716.198312,1.320324,12516.477811,1.354178,-307.022758,1.354178,-307.022758,1.354178,-307.022758,1.354178,-307.022758,1.354178,-307.022758,1.354178,-307.022758,1.354178,-307.022758,-307.022758
8,115478198,106,53,1.346212,509732,378783.284783,10746.078261,714.088740,1.320324,9615.477811,1.320324,9615.477811,1.346212,-190.728506,1.346212,-190.728506,1.346212,-190.728506,1.346212,-190.728506,1.346212,-190.728506,1.346212,-190.728506,-190.728506
8,115478198,158,79,1.337471,506489,378783.284783,10746.078261,711.766494,1.320324,6372.477811,1.320324,6372.477811,1.337471,-122.541958,1.337471,-122.541958,1.337471,-122.541958,1.337471,-122.541958,1.337471,-122.541958,1.337471,-122.541958,-122.541958
8,115478198,198,11,2.934053,1111781,378783.284783,10746.078261,1054.215371,2.934053,410.950691,2.934053,410.950691,2.934053,410.950691,2.934053,410.950691,2.934053,410.950691,2.934053,410.950691,2.934053,410.950691,2.934053,410.950691,410.950691
8,115478198,218,109,1.332663,504841,378783.284783,10746.078261,710.486107,1.320324,4724.477811,1.320324,4724.477811,1.320324,4724.477811,1.332663,50.491622,1.332663,50.491622,1.332663,50.491622,1.332663,50.491622,1.332663,50.491622,50.491622
8,115478198,302,151,1.329185,503941,378783.284783,10746.078261,709.558320,1.320324,3824.477811,1.320324,3824.477811,1.320324,3824.477811,1.329185,467.991085,1.329185,467.991085,1.329185,467.991085,1.329185,467.991085,1.329185,467.991085,467.991085
8,115478198,398,199,1.327026,502136,378783.284783,10746.078261,708.981794,1.320324,2019.477811,1.320324,2019.477811,1.320324,2019.477811,1.327026,-519.184738,1.327026,-519.184738,1.327026,-519.184738,1.327026,-519.184738,1.327026,-519.184738,-519.184738
8,115478198,502,251,1.325626,501854,378783.284783,10746.078261,708.607806,1.320324,1737.477811,1.320324,1737.477811,1.320324,1737.477811,1.320324,1737.477811,1.325626,-271.022278,1.325626,-271.022278,1.325626,-271.022278,1.325626,-271.022278,-271.022278
8,115478198,606,101,2.667320,1009478,378783.284783,10746.078261,1005.154918,2.640647,9244.955622,2.640647,9244.955622,2.640647,9244.955622,2.667320,-858.408462,2.667320,-858.408462,2.667320,-858.408462,2.667320,-858.408462,2.667320,-858.408462,-858.408462
8,115478198,802,401,1.323633,501479,378783.284783,10746.078261,708.074817,1.320324,1362.477811,1.320324,1362.477811,1.320324,1362.477811,1.320324,1362.477811,1.323633,109.052943,1.323633,109.052943,1.323633,109.052943,1.323633,109.052943,109.052943
8,115478198,1006,503,1.322959,501246,378783.284783,10746.078261,707.894596,1.320324,1129.477811,1.320324,1129.477811,1.320324,1129.477811,1.320324,1129.477811,1.320324,1129.477811,1.322959,131.241240,1.322959,131.241240,1.322959,131.241240,131.241240
8,115478198,1198,599,1.322535,500500,378783.284783,10746.078261,707.781208,1.320324,383.477811,1.320324,383.477811,1.320324,383.477811,1.320324,383.477811,1.320324,383.477811,1.322535,-454.238307,1.322535,-454.238307,1.322535,-454.238307,-454.238307
8,115478198,2018,1009,1.321635,500933,378783.284783,10746.078261,707.540220,1.320324,816.477811,1.320324,816.477811,1.320324,816.477811,1.320324,816.477811,1.320324,816.477811,1.320324,816.477811,1.321635,319.837769,1.321635,319.837769,319.837769
8,115478198,3030,101,3.556427,1346814,378783.284783,10746.078261,1160.652925,3.520863,13169.940830,3.520863,13169.940830,3.520863,13169.940830,3.556427,-301.211283,3.556427,-301.211283,3.556427,-301.211283,3.556427,-301.211283,3.556427,-301.211283,-301.211283
8,115478198,4006,2003,1.320983,500202,378783.284783,10746.078261,707.365857,1.320324,85.477811,1.320324,85.477811,1.320324,85.477811,1.320324,85.477811,1.320324,85.477811,1.320324,85.477811,1.320324,85.477811,1.320983,-164.455483,-164.455483
8,133352143,2,0,1.320324,568053,430236.856779,11547.819838,753.692171,1.320324,1.110769,1.320324,1.110769,1.320324,1.110769,1.320324,1.110769,1.320324,1.110769,1.320324,1.110769,1.320324,1.110769,1.320324,1.110769,1.110769
8,133352143,6,3,2.640647,1135526,430236.856779,11547.819838,1065.881691,2.640647,-577.778462,2.640647,-577.778462,2.640647,-577.778462,2.640647,-577.778462,2.640647,-577.778462,2.640647,-577.778462,2.640647,-577.778462,2.640647,-577.778462,-577.778462
8,133352143,14,7,1.584388,681721,430236.856779,11547.819838,825.628407,1.584388,58.732923,1.584388,58.732923,1.584388,58.732923,1.584388,58.732923,1.584388,58.732923,1.584388,58.732923,1.584388,58.732923,1.584388,58.732923,58.732923
8,133352143,22,11,1.467026,630943,430236.856779,11547.819838,794.461305,1.467026,-225.765812,1.467026,-225.765812,1.467026,-225.765812,1.467026,-225.765812,1.467026,-225.765812,1.467026,-225.765812,1.467026,-225.765812,1.467026,-225.765812,-225.765812
8,133352143,30,5,3.520863,1514579,430236.856779,11547.819838,1230.774162,3.520863,-226.037949,3.520863,-226.037949,3.520863,-226.037949,3.520863,-226.037949,3.520863,-226.037949,3.520863,-226.037949,3.520863,-226.037949,3.520863,-226.037949,-226.037949
8,133352143,38,19,1.397990,601133,430236.856779,11547.819838,775.542846,1.397990,-333.706245,1.397990,-333.706245,1.397990,-333.706245,1.397990,-333.706245,1.397990,-333.706245,1.397990,-333.706245,1.397990,-333.706245,1.397990,-333.706245,-333.706245
8,133352143,42,7,3.168777,1362449,430236.856779,11547.819838,1167.614891,3.168777,-875.534154,3.168777,-875.534154,3.168777,-875.534154,3.168777,-875.534154,3.168777,-875.534154,3.168777,-875.534154,3.168777,-875.534154,3.168777,-875.534154,-875.534154
8,133352143,46,23,1.383196,594555,430236.856779,11547.819838,771.428531,1.383196,-546.979194,1.383196,-546.979194,1.383196,-546.979194,1.383196,-546.979194,1.383196,-546.979194,1.383196,-546.979194,1.383196,-546.979194,1.383196,-546.979194,-546.979194
8,133352143,58,29,1.369225,589674,430236.856779,11547.819838,767.522539,1.369225,583.151909,1.369225,583.151909,1.369225,583.151909,1.369225,583.151909,1.369225,583.151909,1.369225,583.151909,1.369225,583.151909,1.369225,583.151909,583.151909
8,133352143,62,31,1.365852,587791,430236.856779,11547.819838,766.576732,1.320324,19739.110769,1.365852,151.114589,1.365852,151.114589,1.365852,151.114589,1.365852,151.114589,1.365852,151.114589,1.365852,151.114589,1.365852,151.114589,151.114589
8,133352143,78,13,2.880706,1238601,430236.856779,11547.819838,1113.277117,2.880706,-784.940140,2.880706,-784.940140,2.880706,-784.940140,2.880706,-784.940140,2.880706,-784.940140,2.880706,-784.940140,2.880706,-784.940140,2.880706,-784.940140,-784.940140
8,133352143,82,41,1.354178,582287,430236.856779,11547.819838,763.293733,1.320324,14235.110769,1.354178,-330.322288,1.354178,-330.322288,1.354178,-330.322288,1.354178,-330.322288,1.354178,-330.322288,1.354178,-330.322288,1.354178,-330.322288,-330.322288
8,133352143,106,53,1.346212,579084,430236.856779,11547.819838,761.045440,1.320324,11032.110769,1.320324,11032.110769,1.346212,-106.161569,1.346212,-106.161569,1.346212,-106.161569,1.346212,-106.161569,1.346212,-106.161569,1.346212,-106.161569,-106.161569
8,133352143,158,79,1.337471,575062,430236.856779,11547.819838,758.570489,1.320324,7010.110769,1.320324,7010.110769,1.337471,-367.186494,1.337471,-367.186494,1.337471,-367.186494,1.337471,-367.186494,1.337471,-367.186494,1.337471,-367.186494,-367.186494
8,133352143,198,11,2.934053,1262796,430236.856779,11547.819838,1123.537953,2.934053,458.468375,2.934053,458.468375,2.934053,458.468375,2.934053,458.468375,2.934053,458.468375,2.934053,458.468375,2.934053,458.468375,2.934053,458.468375,458.468375
8,133352143,218,109,1.332663,573165,430236.856779,11547.819838,757.205907,1.320324,5113.110769,1.320324,5113.110769,1.320324,5113.110769,1.332663,-195.785392,1.332663,-195.785392,1.332663,-195.785392,1.332663,-195.785392,1.332663,-195.785392,-195.785392
8,133352143,302,151,1.329185,572445,430236.856779,11547.819838,756.217110,1.320324,4393.110769,1.320324,4393.110769,1.320324,4393.110769,1.329185,580.681982,1.329185,580.681982,1.329185,580.681982,1.329185,580.681982,1.329185,580.681982,580.681982
8,133352143,398,199,1.327026,569944,430236.856779,11547.819838,755.602674,1.320324,1892.110769,1.320324,1892.110769,1.320324,1892.110769,1.327026,-991.401359,1.327026,-991.401359,1.327026,-991.401359,1.327026,-991.401359,1.327026,-991.401359,-991.401359
8,133352143,502,251,1.325626,570240,430236.856779,11547.819838,755.204093,1.320324,2188.110769,1.320324,2188.110769,1.320324,2188.110769,1.320324,2188.110769,1.325626,-93.222120,1.325626,-93.222120,1.325626,-93.222120,1.325626,-93.222120,-93.222120
8,133352143,606,101,2.667320,1146221,430236.856779,11547.819838,1071.251406,2.640647,10117.221538,2.640647,10117.221538,2.640647,10117.221538,2.667320,-1358.574204,2.667320,-1358.574204,2.667320,-1358.574204,2.667320,-1358.574204,2.667320,-1358.574204,-1358.574204
8,133352143,802,401,1.323633,569497,430236.856779,11547.819838,754.636057,1.320324,1445.110769,1.320324,1445.110769,1.320324,1445.110769,1.320324,1445.110769,1.323633,21.421824,1.323633,21.421824,1.323633,21.421824,1.323633,21.421824,21.421824
8,133352143,1006,503,1.322959,569264,430236.856779,11547.819838,754.443984,1.320324,1212.110769,1.320324,1212.110769,1.320324,1212.110769,1.320324,1212.110769,1.320324,1212.110769,1.322959,78.274663,1.322959,78.274663,1.322959,78.274663,78.274663
8,133352143,1198,599,1.322535,568461,430236.856779,11547.819838,754.323140,1.320324,409.110769,1.320324,409.110769,1.320324,409.110769,1.320324,409.110769,1.320324,409.110769,1.322535,-542.399933,1.322535,-542.399933,1.322535,-542.399933,-542.399933
8,133352143,2018,1009,1.321635,569005,430236.856779,11547.819838,754.066305,1.320324,953.110769,1.320324,953.110769,1.320324,953.110769,1.320324,953.110769,1.320324,953.110769,1.320324,953.110769,1.321635,389.007602,1.321635,389.007602,389.007602
8,133352143,3030,101,3.556427,1530001,430236.856779,11547.819838,1236.974575,3.520863,15195.962051,3.520863,15195.962051,3.520863,15195.962051,3.556427,-105.098939,3.556427,-105.098939,3.556427,-105.098939,3.556427,-105.098939,3.556427,-105.098939,-105.098939
8,133352143,4006,2003,1.320983,568124,430236.856779,11547.819838,753.880477,1.320324,72.110769,1.320324,72.110769,1.320324,72.110769,1.320324,72.110769,1.320324,72.110769,1.320324,72.110769,1.320324,72.110769,1.320983,-211.773234,-211.773234
8,153992653,2,0,1.320324,645152,488747.458854,12409.377623,803.308670,1.320324,-152.819856,1.320324,-152.819856,1.320324,-152.819856,1.320324,-152.819856,1.320324,-152.819856,1.320324,-152.819856,1.320324,-152.819856,1.320324,-152.819856,-152.819856
8,153992653,6,3,2.640647,1289692,488747.458854,12409.377623,1136.050016,2.640647,-917.639711,2.640647,-917.639711,2.640647,-917.639711,2.640647,-917.639711,2.640647,-917.639711,2.640647,-917.639711,2.640647,-917.639711,2.640647,-917.639711,-917.639711
