direction,c,n_on_line,n_primes,density,n_quadratics,quadratics,hl_constants,hl_mean,hl_max,predicted_density_x_logN
"(1, 1)",-38,278,47,0.16906474820143885,2,"[(4, 150, 1445), (4, 162, 1603)]","[0.9872, 2.0518]",1.519505426101348,2.0518439597573006,0.759752713050674
"(1, 1)",-28,288,47,0.16319444444444445,2,"[(4, 110, 785), (4, 122, 903)]","[2.4762, 0.8555]",1.6658595695898284,2.4762103914702838,0.8329297847949142
"(1, -1)",146,169,46,0.27218934911242604,2,"[(4, 584, 21463), (4, 596, 22055)]","[2.6725, 2.2154]",2.4439408785479575,2.6724787873382554,1.2219704392739787
"(1, 1)",-114,202,46,0.22772277227722773,2,"[(4, 454, 12997), (4, 466, 13459)]","[1.421, 3.0484]",2.2346789672772074,3.0483671045770286,1.1173394836386037
"(1, 1)",-54,262,46,0.17557251908396945,2,"[(4, 214, 2917), (4, 226, 3139)]","[1.4668, 2.2985]",1.8826510272123673,2.298549762983257,0.9413255136061837
"(1, 1)",-82,234,45,0.19230769230769232,2,"[(4, 326, 6725), (4, 338, 7059)]","[2.789, 1.2936]",2.0413051380857072,2.788977551326096,1.0206525690428536
"(1, -1)",22,294,44,0.14965986394557823,2,"[(4, 88, 507), (4, 100, 603)]","[1.6165, 1.1756]",1.3960640152598471,1.6164831418198162,0.6980320076299236
"(1, 1)",-72,244,44,0.18032786885245902,2,"[(4, 286, 5185), (4, 298, 5479)]","[1.738, 2.0093]",1.8736519178912396,2.009311600132946,0.9368259589456198
"(1, -1)",-190,127,43,0.33858267716535434,2,"[(4, 756, 35911), (4, 768, 36675)]","[5.0923, 1.855]",3.473667108120122,5.09234581875096,1.736833554060061
"(1, -1)",-132,185,43,0.23243243243243245,2,"[(4, 524, 17293), (4, 536, 17825)]","[1.8226, 2.4403]",2.1314211210085725,2.4402600978366893,1.0657105605042863
"(1, -1)",-94,223,43,0.19282511210762332,2,"[(4, 372, 8743), (4, 384, 9123)]","[1.5168, 1.9237]",1.7202602925140602,1.9237024264348779,0.8601301462570301
"(1, -1)",86,230,43,0.18695652173913044,2,"[(4, 344, 7483), (4, 356, 7835)]","[1.9644, 1.9211]",1.9427039644799362,1.9643534773726983,0.9713519822399681
"(1, -1)",128,188,43,0.22872340425531915,2,"[(4, 512, 16513), (4, 524, 17033)]","[1.0782, 3.666]",2.3720922299026377,3.6659745901944847,1.1860461149513188
"(1, -1)",140,176,43,0.24431818181818182,2,"[(4, 560, 19741), (4, 572, 20309)]","[1.8231, 2.6462]",2.234637586103922,2.646175802459296,1.117318793051961
"(1, 1)",-96,220,43,0.19545454545454546,2,"[(4, 382, 9217), (4, 394, 9607)]","[2.1329, 1.6218]",1.8773631425348443,2.1329129153807003,0.9386815712674221
"(1, 1)",-90,226,43,0.1902654867256637,2,"[(4, 358, 8101), (4, 370, 8467)]","[2.0246, 2.1771]",2.100828196563354,2.177051251203787,1.050414098281677
"(1, 1)",-86,230,43,0.18695652173913044,2,"[(4, 342, 7397), (4, 354, 7747)]","[1.2297, 2.3079]",1.7688143577072637,2.307912408975285,0.8844071788536318
"(1, 1)",-22,294,43,0.14625850340136054,2,"[(4, 86, 485), (4, 98, 579)]","[2.1176, 1.0167]",1.5671381628985346,2.117554001625909,0.7835690814492673
"(1, -1)",-162,155,42,0.2709677419354839,2,"[(4, 644, 26083), (4, 656, 26735)]","[2.8409, 2.6584]",2.7496345554516974,2.8409135561092334,1.3748172777258487
"(1, -1)",52,264,42,0.1590909090909091,2,"[(4, 208, 2757), (4, 220, 2973)]","[1.1959, 1.617]",1.4064890830172614,1.6170409060566482,0.7032445415086307
"(1, -1)",126,190,42,0.22105263157894736,2,"[(4, 504, 16003), (4, 516, 16515)]","[3.3378, 1.5137]",2.425711750113669,3.337754596702212,1.2128558750568346
"(1, 1)",-104,212,42,0.19811320754716982,2,"[(4, 414, 10817), (4, 426, 11239)]","[0.655, 3.8703]",2.2626720813260084,3.870315250888293,1.1313360406630042
"(1, 1)",-102,214,42,0.19626168224299065,2,"[(4, 406, 10405), (4, 418, 10819)]","[1.2881, 2.3433]",1.815664918197249,2.3432570072420855,0.9078324590986245
"(1, 1)",-48,268,42,0.15671641791044777,2,"[(4, 190, 2305), (4, 202, 2503)]","[1.3942, 1.855]",1.6246033344123774,1.8549883974892836,0.8123016672061887
"(1, 1)",-42,274,42,0.15328467153284672,2,"[(4, 166, 1765), (4, 178, 1939)]","[1.2517, 1.6187]",1.4351923348989353,1.6187020438335031,0.7175961674494676
"(1, -1)",-82,235,41,0.17446808510638298,2,"[(4, 324, 6643), (4, 336, 6975)]",[3.271],3.2710269522144824,3.2710269522144824,1.6355134761072412
"(1, -1)",104,212,41,0.19339622641509435,2,"[(4, 416, 10921), (4, 428, 11345)]","[1.5838, 2.3733]",1.9785635027050454,2.3733299131637255,0.9892817513525227
"(1, -1)",116,200,41,0.205,2,"[(4, 464, 13573), (4, 476, 14045)]","[1.6965, 2.233]",1.9647546881251161,2.233003738089629,0.9823773440625581
"(1, -1)",150,165,41,0.24848484848484848,2,"[(4, 600, 22651), (4, 612, 23259)]","[2.3902, 2.7521]",2.5711387889130384,2.752072355262725,1.2855693944565192
"(1, 1)",-156,160,41,0.25625,2,"[(4, 622, 24337), (4, 634, 24967)]","[2.8439, 1.6174]",2.2306081949395518,2.8438561953920476,1.1153040974697759
"(1, 1)",-140,176,41,0.23295454545454544,2,"[(4, 558, 19601), (4, 570, 20167)]","[0.8201, 3.2719]",2.0459800594435604,3.271876306314006,1.0229900297217802
"(1, 1)",-138,178,41,0.2303370786516854,2,"[(4, 550, 19045), (4, 562, 19603)]","[2.5852, 2.0276]",2.306401677567135,2.585217769210169,1.1532008387835675
"(1, -1)",-10,307,40,0.13029315960912052,2,"[(4, 36, 91), (4, 48, 135)]",[2.1738],2.173787084182187,2.173787084182187,1.0868935420910935
"(1, -1)",110,206,40,0.1941747572815534,2,"[(4, 440, 12211), (4, 452, 12659)]","[1.5225, 3.1429]",2.3326978317883658,3.1429177825247994,1.1663489158941829
"(1, -1)",138,178,40,0.2247191011235955,2,"[(4, 552, 19183), (4, 564, 19743)]","[1.6871, 2.7314]",2.2092106219456373,2.73136080235155,1.1046053109728187
"(1, -1)",164,151,40,0.26490066225165565,2,"[(4, 656, 27061), (4, 668, 27725)]","[2.0651, 3.3352]",2.7001375701887538,3.335156161946178,1.3500687850943769
"(1, -1)",182,133,40,0.3007518796992481,2,"[(4, 728, 33307), (4, 740, 34043)]","[2.243, 4.0464]",3.1446675085095563,4.04638365894509,1.5723337542547782
"(1, 1)",-108,208,40,0.19230769230769232,2,"[(4, 430, 11665), (4, 442, 12103)]","[2.259, 1.2663]",1.762652503313558,2.258962789406443,0.881326251656779
"(1, -1)",-138,179,39,0.21787709497206703,2,"[(4, 548, 18907), (4, 560, 19463)]","[1.8699, 3.2187]",2.5443163428600037,3.2187116085840355,1.2721581714300019
"(1, -1)",-124,193,39,0.20207253886010362,2,"[(4, 492, 15253), (4, 504, 15753)]","[2.4541, 2.0236]",2.238850711641041,2.454120198046684,1.1194253558205205
"(1, -1)",-32,285,39,0.1368421052631579,2,"[(4, 124, 993), (4, 136, 1125)]","[1.4205, 0.9909]",1.205672026355645,1.420456778054616,0.6028360131778225
"(1, -1)",10,306,39,0.12745098039215685,2,"[(4, 40, 111), (4, 52, 159)]","[1.0121, 1.3426]",1.1773557199508653,1.3426247487440908,0.5886778599754326
"(1, 1)",-180,137,39,0.2846715328467153,2,"[(4, 718, 32401), (4, 730, 33127)]","[3.0478, 3.5833]",3.3155541682332745,3.5833205489781657,1.6577770841166373
"(1, 1)",-136,180,39,0.21666666666666667,2,"[(4, 542, 18497), (4, 554, 19047)]","[3.9858, 0.7606]",2.3731661280846263,3.985770628359128,1.1865830640423132
"(1, 1)",-124,192,39,0.203125,2,"[(4, 494, 15377), (4, 506, 15879)]","[3.4789, 1.2346]",2.356793479369652,3.47894572567018,1.178396739684826
"(1, 1)",-68,248,39,0.15725806451612903,2,"[(4, 270, 4625), (4, 282, 4903)]","[1.3494, 2.2434]",1.7964391468115752,2.243429372079631,0.8982195734057876
"(1, -1)",-14,303,38,0.1254125412541254,2,"[(4, 52, 183), (4, 64, 243)]","[0.8326, 1.617]",1.2248211292649016,1.6170409060566482,0.6124105646324508
"(1, -1)",176,139,38,0.2733812949640288,2,"[(4, 704, 31153), (4, 716, 31865)]","[4.5589, 2.2725]",3.415692125605852,4.558898862474366,1.707846062802926
"(1, 1)",-152,164,38,0.23170731707317074,2,"[(4, 606, 23105), (4, 618, 23719)]","[0.7245, 3.9054]",2.3149733364581895,3.90542834540348,1.1574866682290947
"(1, 1)",-34,282,38,0.1347517730496454,2,"[(4, 134, 1157), (4, 146, 1299)]","[1.6871, 1.1557]",1.4214022574932819,1.6870604415397246,0.7107011287466409
"(1, 1)",-132,184,37,0.20108695652173914,2,"[(4, 526, 17425), (4, 538, 17959)]","[1.488, 2.4733]",1.9806793965687668,2.4733178633190445,0.9903396982843834
"(1, 1)",-126,190,37,0.19473684210526315,2,"[(4, 502, 15877), (4, 514, 16387)]","[2.4295, 1.3345]",1.882027112465682,2.429526170307506,0.941013556232841
"(1, 1)",-88,228,37,0.16228070175438597,2,"[(4, 350, 7745), (4, 362, 8103)]","[2.1231, 0.9101]",1.5165906139001533,2.1231304975279177,0.7582953069500766
"(1, -1)",-228,89,36,0.4044943820224719,2,"[(4, 908, 51757), (4, 920, 52673)]","[2.505, 6.1237]",4.314332430734153,6.123662380238785,2.1571662153670763
"(1, -1)",60,256,36,0.140625,2,"[(4, 240, 3661), (4, 252, 3909)]","[1.6591, 1.8023]",1.7307059550350652,1.8023300519140943,0.8653529775175326
"(1, -1)",168,147,36,0.24489795918367346,2,"[(4, 672, 28393), (4, 684, 29073)]","[2.9888, 2.0387]",2.513723239818196,2.988776030725416,1.256861619909098
"(1, 1)",-160,156,36,0.23076923076923078,2,"[(4, 638, 25601), (4, 650, 26247)]","[4.1995, 1.386]",2.7927800475627014,4.199525032791133,1.3963900237813507
"(1, -1)",-174,143,35,0.24475524475524477,2,"[(4, 692, 30103), (4, 704, 30803)]","[1.2603, 4.0336]",2.6469587407861908,4.0335965083275775,1.3234793703930954
"(1, -1)",-172,145,35,0.2413793103448276,2,"[(4, 684, 29413), (4, 696, 30105)]","[3.1994, 2.1869]",2.693135865286889,3.1993693730710535,1.3465679326434445
"(1, -1)",-154,163,35,0.2147239263803681,2,"[(4, 612, 23563), (4, 624, 24183)]","[2.0408, 3.121]",2.5808784789750168,3.1209837198607358,1.2904392394875084
"(1, -1)",152,163,35,0.2147239263803681,2,"[(4, 608, 23257), (4, 620, 23873)]","[1.9627, 3.3004]",2.6315619672741617,3.3004390759265254,1.3157809836370808
"(1, 1)",-194,123,35,0.2845528455284553,2,"[(4, 774, 37637), (4, 786, 38419)]","[0.8347, 4.5266]",2.6806613347025183,4.526647776974378,1.3403306673512592
"(1, 1)",-130,186,35,0.1881720430107527,2,"[(4, 518, 16901), (4, 530, 17427)]","[2.161, 1.2914]",1.7261919744022398,2.1610241080408827,0.8630959872011199
"(1, 1)",-128,188,35,0.18617021276595744,2,"[(4, 510, 16385), (4, 522, 16903)]","[1.2339, 2.3231]",1.778485307870387,2.3230977357537124,0.8892426539351935
"(1, 1)",-78,238,35,0.14705882352941177,2,"[(4, 310, 6085), (4, 322, 6403)]","[1.8482, 1.2534]",1.5508062968040774,1.848165566213806,0.7754031484020387
"(1, 1)",-52,264,35,0.13257575757575757,2,"[(4, 206, 2705), (4, 218, 2919)]","[2.1371, 0.9298]",1.5334438675799797,2.1371220309476238,0.7667219337899899
"(1, -1)",-96,221,34,0.15384615384615385,2,"[(4, 380, 9121), (4, 392, 9509)]","[1.4035, 2.4132]",1.9083688022952705,2.413227760191181,0.9541844011476353
"(1, -1)",120,196,34,0.17346938775510204,2,"[(4, 480, 14521), (4, 492, 15009)]","[2.4906, 1.7074]",2.0990332277500237,2.4906466922711776,1.0495166138750118
"(1, 1)",-120,196,34,0.17346938775510204,2,"[(4, 478, 14401), (4, 490, 14887)]","[2.4416, 1.8552]",2.1484063025232585,2.4415787730043284,1.0742031512616292
"(1, 1)",-116,200,34,0.17,2,"[(4, 462, 13457), (4, 474, 13927)]","[0.9748, 2.6013]",1.7880598006446768,2.601279136687204,0.8940299003223384
"(1, -1)",-120,197,33,0.16751269035532995,2,"[(4, 476, 14281), (4, 488, 14765)]","[1.7261, 2.0691]",1.8975982066051715,2.069068733465295,0.9487991033025858
"(1, -1)",-74,243,33,0.13580246913580246,2,"[(4, 292, 5403), (4, 304, 5703)]","[0.7795, 1.7845]",1.2820028750698191,1.7845202698194018,0.6410014375349096
"(1, -1)",28,288,33,0.11458333333333333,2,"[(4, 112, 813), (4, 124, 933)]","[0.8073, 1.5077]",1.1575076726620126,1.50771073166392,0.5787538363310063
"(1, -1)",114,202,33,0.16336633663366337,2,"[(4, 456, 13111), (4, 468, 13575)]","[2.4762, 1.2571]",1.8666616896025856,2.4762103914702838,0.9333308448012928
"(1, -1)",134,182,33,0.1813186813186813,2,"[(4, 536, 18091), (4, 548, 18635)]","[2.5356, 1.8795]",2.2075782696172883,2.535642613160996,1.1037891348086442
"(1, -1)",-214,103,32,0.3106796116504854,2,"[(4, 852, 45583), (4, 864, 46443)]","[3.4311, 2.2985]",2.864821464899089,3.4310931668149216,1.4324107324495445
"(1, -1)",-198,119,32,0.2689075630252101,2,"[(4, 788, 39007), (4, 800, 39803)]","[2.3343, 3.1707]",2.752453657513832,3.170656011665169,1.376226828756916
"(1, -1)",-156,161,32,0.19875776397515527,2,"[(4, 620, 24181), (4, 632, 24809)]","[1.8918, 2.1331]",2.0124688520485177,2.133121162465035,1.0062344260242588
"(1, -1)",-20,297,32,0.10774410774410774,2,"[(4, 76, 381), (4, 88, 465)]","[1.0607, 1.0935]",1.077064162778548,1.093451178751362,0.538532081389274
"(1, -1)",174,141,32,0.22695035460992907,2,"[(4, 696, 30451), (4, 708, 31155)]","[3.1264, 1.5745]",2.350453782990485,3.1263832590537843,1.1752268914952424
"(1, -1)",188,127,32,0.25196850393700787,2,"[(4, 752, 35533), (4, 764, 36293)]","[1.3556, 3.5071]",2.4313293974017736,3.507074124695821,1.2156646987008868
"(1, 1)",-184,133,32,0.24060150375939848,2,"[(4, 734, 33857), (4, 746, 34599)]","[2.4543, 1.4427]",1.9484888334059725,2.4542908161275223,0.9742444167029862
"(1, 1)",-150,166,32,0.1927710843373494,2,"[(4, 598, 22501), (4, 610, 23107)]","[2.7736, 1.7342]",2.253913761018175,2.7736496680861364,1.1269568805090875
"(1, 1)",-146,170,32,0.18823529411764706,2,"[(4, 582, 21317), (4, 594, 21907)]","[1.1024, 1.8562]",1.4792915608044712,1.856177584258153,0.7396457804022356
"(1, 1)",-134,182,32,0.17582417582417584,2,"[(4, 534, 17957), (4, 546, 18499)]","[0.8675, 2.6822]",1.7748567737349927,2.6822106693348657,0.8874283868674964
"(1, 1)",-118,198,32,0.16161616161616163,2,"[(4, 470, 13925), (4, 482, 14403)]","[2.5034, 0.8216]",1.6625017324365936,2.5033652519287344,0.8312508662182968
"(1, 1)",-92,224,32,0.14285714285714285,2,"[(4, 366, 8465), (4, 378, 8839)]","[0.7106, 2.3007]",1.505614700059653,2.3006501307907117,0.7528073500298265
"(1, 1)",-56,260,32,0.12307692307692308,2,"[(4, 222, 3137), (4, 234, 3367)]","[0.9559, 1.864]",1.4099617214619042,1.8639778052311105,0.7049808607309521
"(1, -1)",-178,139,31,0.22302158273381295,2,"[(4, 708, 31507), (4, 720, 32223)]","[2.3486, 2.2874]",2.318001446939711,2.348593040352858,1.1590007234698556
"(1, 1)",-64,252,31,0.12301587301587301,2,"[(4, 254, 4097), (4, 266, 4359)]","[1.7292, 1.0736]",1.4013875015268153,1.7292010407961138,0.7006937507634077
"(1, -1)",-186,131,30,0.22900763358778625,2,"[(4, 740, 34411), (4, 752, 35159)]","[1.3199, 3.1779]",2.248931562905352,3.177916791191305,1.124465781452676
"(1, -1)",-150,167,30,0.17964071856287425,2,"[(4, 596, 22351), (4, 608, 22955)]","[1.8713, 2.0518]",1.9615952094782236,2.0518439597573006,0.9807976047391118
"(1, -1)",-38,279,30,0.10752688172043011,2,"[(4, 148, 1407), (4, 160, 1563)]","[0.9902, 1.2398]",1.114969158924917,1.2397865201904459,0.5574845794624586
"(1, -1)",40,276,30,0.10869565217391304,2,"[(4, 160, 1641), (4, 172, 1809)]","[0.6969, 1.3426]",1.019743336834653,1.3426247487440908,0.5098716684173265
"(1, 1)",-148,168,30,0.17857142857142858,2,"[(4, 590, 21905), (4, 602, 22503)]","[2.9329, 0.7301]",1.831475509026574,2.932851923592503,0.915737754513287
"(1, -1)",-232,85,29,0.3411764705882353,2,"[(4, 924, 53593), (4, 936, 54525)]","[6.0204, 1.4203]",3.7203562212373065,6.020419944731339,1.8601781106186532
"(1, -1)",-180,137,29,0.2116788321167883,2,"[(4, 716, 32221), (4, 728, 32945)]","[2.1214, 1.6993]",1.910328552057635,2.1213542936114687,0.9551642760288175
"(1, -1)",-136,181,29,0.16022099447513813,2,"[(4, 540, 18361), (4, 552, 18909)]","[1.8931, 1.8023]",1.8477324159696247,1.893134780025155,0.9238662079848123
"(1, -1)",-44,273,29,0.10622710622710622,2,"[(4, 172, 1893), (4, 184, 2073)]","[1.0121, 1.129]",1.07055715447747,1.1290276177972998,0.535278577238735
"(1, 1)",-158,158,29,0.18354430379746836,2,"[(4, 630, 24965), (4, 642, 25603)]","[0.7564, 2.7833]",1.7698214160358277,2.783258561212451,0.8849107080179138
"(1, -1)",-98,219,28,0.1278538812785388,2,"[(4, 388, 9507), (4, 400, 9903)]","[1.2175, 1.6931]",1.4552924130135652,1.6930504448374593,0.7276462065067826
"(1, 1)",-226,91,28,0.3076923076923077,2,"[(4, 902, 51077), (4, 914, 51987)]","[5.1218, 0.8689]",2.9953493839401486,5.1218043810031215,1.4976746919700743
"(1, 1)",-144,172,28,0.16279069767441862,2,"[(4, 574, 20737), (4, 586, 21319)]","[1.1394, 2.5149]",1.8271309606880202,2.514885678787731,0.9135654803440101
"(1, -1)",-208,109,27,0.24770642201834864,2,"[(4, 828, 43057), (4, 840, 43893)]","[2.5448, 1.8583]",2.201519140376556,2.544758457240903,1.100759570188278
"(1, -1)",-2,315,27,0.08571428571428572,2,"[(4, 4, 3), (4, 16, 15)]",[1.4205],1.420456778054616,1.420456778054616,0.710228389027308
"(1, -1)",34,282,27,0.09574468085106383,2,"[(4, 136, 1191), (4, 148, 1335)]","[0.9241, 0.9751]",0.94959422076046,0.9751056584140169,0.47479711038023
"(1, -1)",112,204,27,0.1323529411764706,2,"[(4, 448, 12657), (4, 460, 13113)]","[1.342, 1.5077]",1.4248514213209824,1.50771073166392,0.7124257106604912
"(1, -1)",158,157,27,0.17197452229299362,2,"[(4, 632, 25123), (4, 644, 25763)]","[1.4753, 2.9206]",2.1979110838775036,2.920568277407265,1.0989555419387518
"(1, -1)",186,129,27,0.20930232558139536,2,"[(4, 744, 34783), (4, 756, 35535)]","[3.349, 1.3027]",2.3258728012532472,3.348995810512286,1.1629364006266236
"(1, -1)",206,109,27,0.24770642201834864,2,"[(4, 824, 42643), (4, 836, 43475)]","[3.233, 2.6194]",2.9261727929500627,3.2329662836396342,1.4630863964750314
"(1, -1)",-210,107,26,0.24299065420560748,2,"[(4, 836, 43891), (4, 848, 44735)]","[2.359, 2.7092]",2.5341244697021987,2.7092249401020143,1.2670622348510994
"(1, -1)",-184,133,26,0.19548872180451127,2,"[(4, 732, 33673), (4, 744, 34413)]","[2.2873, 1.9922]",2.1397845958940356,2.2873366012344722,1.0698922979470178
"(1, -1)",-92,225,26,0.11555555555555555,2,"[(4, 364, 8373), (4, 376, 8745)]","[1.6165, 0.8266]",1.2215432384502964,1.6164831418198162,0.6107716192251482
"(1, 1)",-198,119,26,0.2184873949579832,2,"[(4, 790, 39205), (4, 802, 40003)]","[3.0929, 1.7137]",2.403272116031223,3.0928702526199343,1.2016360580156116
"(1, 1)",-190,127,26,0.2047244094488189,2,"[(4, 758, 36101), (4, 770, 36867)]","[3.4789, 0.9122]",2.1955675709210705,3.4789419591633113,1.0977837854605352
"(1, 1)",-154,162,26,0.16049382716049382,2,"[(4, 614, 23717), (4, 626, 24339)]","[2.2052, 1.0964]",1.6508000322256744,2.205239566889188,0.8254000161128372
"(1, 1)",-112,204,26,0.12745098039215685,2,"[(4, 446, 12545), (4, 458, 12999)]","[1.4997, 0.8429]",1.1712799355588865,1.4997052729071945,0.5856399677794433
"(1, -1)",-158,159,25,0.15723270440251572,2,"[(4, 628, 24807), (4, 640, 25443)]","[1.6143, 1.2227]",1.418466914222153,1.6142736105853164,0.7092334571110765
"(1, -1)",156,159,25,0.15723270440251572,2,"[(4, 624, 24493), (4, 636, 25125)]","[3.0219, 1.4455]",2.233675823621245,3.0219003601398637,1.1168379118106224
"(1, -1)",200,115,25,0.21739130434782608,2,"[(4, 800, 40201), (4, 812, 41009)]","[1.3636, 2.9328]",2.1482145776309807,2.9327796721555877,1.0741072888154903
"(1, 1)",-166,150,25,0.16666666666666666,2,"[(4, 662, 27557), (4, 674, 28227)]","[3.235, 0.8539]",2.0444591107225163,3.2350091674490056,1.0222295553612581
"(1, 1)",-142,174,25,0.14367816091954022,2,"[(4, 566, 20165), (4, 578, 20739)]","[2.116, 1.0456]",1.580818256335891,2.116007813142288,0.7904091281679455
"(1, -1)",-56,261,24,0.09195402298850575,2,"[(4, 220, 3081), (4, 232, 3309)]","[0.8326, 1.0756]",0.9541242777697512,1.0756472030663475,0.4770621388848756
"(1, -1)",76,240,24,0.1,2,"[(4, 304, 5853), (4, 316, 6165)]","[1.0641, 1.0935]",1.078781278352421,1.093451178751362,0.5393906391762106
"(1, -1)",82,234,24,0.10256410256410256,2,"[(4, 328, 6807), (4, 340, 7143)]","[0.9694, 1.2246]",1.097034915492432,1.2246202807529791,0.548517457746216
"(1, -1)",118,198,24,0.12121212121212122,2,"[(4, 472, 14043), (4, 484, 14523)]","[0.9831, 1.2836]",1.1333746132196556,1.2836259970390371,0.5666873066098278
"(1, 1)",-192,125,24,0.192,2,"[(4, 766, 36865), (4, 778, 37639)]","[1.8907, 2.0334]",1.9620598006019419,2.0334446483423214,0.9810299003009709
"(1, 1)",-174,143,24,0.16783216783216784,2,"[(4, 694, 30277), (4, 706, 30979)]","[0.9923, 2.0369]",1.5145842839719137,2.0368995352157215,0.7572921419859568
"(1, -1)",-196,121,23,0.19008264462809918,2,"[(4, 780, 38221), (4, 792, 39009)]","[2.3483, 2.126]",2.23715099580498,2.3483240241413963,1.11857549790249
"(1, -1)",-160,157,23,0.1464968152866242,2,"[(4, 636, 25441), (4, 648, 26085)]","[2.1738, 1.518]",1.8459141432339334,2.173787084182187,0.9229570716169667
"(1, -1)",-80,237,23,0.0970464135021097,2,"[(4, 316, 6321), (4, 328, 6645)]","[1.0607, 0.8012]",0.930952942201597,1.0606771468057339,0.4654764711007985
"(1, -1)",46,270,23,0.08518518518518518,2,"[(4, 184, 2163), (4, 196, 2355)]","[1.3427, 0.8701]",1.1064061871682593,1.34268329124429,0.5532030935841297
"(1, -1)",170,145,23,0.15862068965517243,2,"[(4, 680, 29071), (4, 692, 29759)]","[1.2517, 2.1324]",1.692045562697066,2.132408499429765,0.846022781348533
"(1, -1)",198,117,23,0.19658119658119658,2,"[(4, 792, 39403), (4, 804, 40203)]","[2.073, 2.3513]",2.2121200927928215,2.3512897773997565,1.1060600463964108
"(1, -1)",222,93,23,0.24731182795698925,2,"[(4, 888, 49507), (4, 900, 50403)]","[3.0334, 2.788]",2.9107020299936606,3.033382374525246,1.4553510149968303
"(1, 1)",-200,117,23,0.19658119658119658,2,"[(4, 798, 40001), (4, 810, 40807)]","[0.8764, 3.7446]",2.310512540654279,3.7446408695284137,1.1552562703271394
"(1, 1)",-176,141,23,0.16312056737588654,2,"[(4, 702, 30977), (4, 714, 31687)]","[1.49, 1.7637]",1.626839684290268,1.7636906843281814,0.813419842145134
"(1, 1)",-162,154,23,0.14935064935064934,2,"[(4, 646, 26245), (4, 658, 26899)]","[1.2181, 1.6833]",1.450690415690426,1.683314024423235,0.725345207845213
"(1, 1)",-122,194,23,0.11855670103092783,2,"[(4, 486, 14885), (4, 498, 15379)]","[0.7206, 2.0324]",1.3765085610747012,2.0324071108190807,0.6882542805373506
"(1, 1)",-98,218,23,0.10550458715596331,2,"[(4, 390, 9605), (4, 402, 10003)]","[0.7537, 1.6735]",1.213566591652879,1.673461651058574,0.6067832958264395
"(1, -1)",-128,189,22,0.1164021164021164,2,"[(4, 508, 16257), (4, 520, 16773)]","[1.4205, 1.0727]",1.2466018993265247,1.420456778054616,0.6233009496632623
"(1, -1)",216,99,22,0.2222222222222222,2,"[(4, 864, 46873), (4, 876, 47745)]","[2.6495, 2.0641]",2.3567861661004557,2.6495180657538717,1.1783930830502278
"(1, -1)",224,91,22,0.24175824175824176,2,"[(4, 896, 50401), (4, 908, 51305)]","[2.4353, 2.2705]",2.3529011716430874,2.4352989879984857,1.1764505858215437
"(1, -1)",-216,101,21,0.2079207920792079,2,"[(4, 860, 46441), (4, 872, 47309)]","[1.4035, 3.8493]",2.626424593892685,3.84933934338601,1.3132122969463424
"(1, -1)",-202,115,21,0.1826086956521739,2,"[(4, 804, 40603), (4, 816, 41415)]","[3.4886, 1.9542]",2.7214258542079532,3.4886064622822612,1.3607129271039766
"(1, -1)",-192,125,21,0.168,2,"[(4, 764, 36673), (4, 776, 37445)]","[2.2271, 1.6631]",1.9450938590743136,2.2270656561152133,0.9725469295371568
"(1, -1)",-86,231,21,0.09090909090909091,2,"[(4, 340, 7311), (4, 352, 7659)]","[0.8281, 1.0167]",0.9224211870546809,1.0167223241711605,0.46121059352734045
"(1, -1)",58,258,21,0.08139534883720931,2,"[(4, 232, 3423), (4, 244, 3663)]","[0.744, 1.0755]",0.9097739748697258,1.075527484830207,0.4548869874348629
"(1, -1)",106,210,21,0.1,2,"[(4, 424, 11343), (4, 436, 11775)]","[1.1264, 0.7912]",0.9588200234731695,1.1264119363439595,0.47941001173658476
"(1, -1)",172,143,21,0.14685314685314685,2,"[(4, 688, 29757), (4, 700, 30453)]","[0.8798, 1.129]",1.0044004366818904,1.1290276177972998,0.5022002183409452
"(1, -1)",212,103,21,0.20388349514563106,2,"[(4, 848, 45157), (4, 860, 46013)]","[2.379, 2.7829]",2.580902726045455,2.782850748063283,1.2904513630227274
"(1, -1)",218,97,21,0.21649484536082475,2,"[(4, 872, 47743), (4, 884, 48623)]","[1.4668, 2.5813]",2.0240161279945914,2.5812799645477047,1.0120080639972957
"(1, -1)",228,87,21,0.2413793103448276,2,"[(4, 912, 52213), (4, 924, 53133)]","[1.9607, 2.7475]",2.3540939923031834,2.747526835979671,1.1770469961515917
"(1, 1)",-164,152,21,0.13815789473684212,2,"[(4, 654, 26897), (4, 666, 27559)]","[0.6908, 2.5404]",1.6156052871978135,2.5403649565094453,0.8078026435989067
"(1, -1)",-188,129,20,0.15503875968992248,2,"[(4, 748, 35157), (4, 760, 35913)]","[1.3427, 1.3202]",1.3314504933514666,1.34268329124429,0.6657252466757333
"(1, -1)",-104,213,20,0.09389671361502347,2,"[(4, 412, 10713), (4, 424, 11133)]","[0.739, 1.202]",0.9704725688261349,1.2019885456983792,0.48523628441306743
"(1, -1)",-68,249,20,0.08032128514056225,2,"[(4, 268, 4557), (4, 280, 4833)]","[0.9813, 1.0726]",1.0269601332942844,1.07257783727767,0.5134800666471422
"(1, -1)",70,246,20,0.08130081300813008,2,"[(4, 280, 4971), (4, 292, 5259)]","[1.1264, 0.9932]",1.0597589891446737,1.1263641199354493,0.5298794945723369
