h,x,K,abs_err
0.0,215443.46900318822,200,0.6181210105387436
0.0,215443.46900318822,250,0.1505631236032059
0.0,215443.46900318822,300,0.4000665776875394
0.0,215443.46900318822,1526,0.020050545852427604
0.0,215443.46900318822,2000,0.42383109191723634
0.0,221898.23414589697,1,2.711611911519867
0.0,221898.23414589697,5,1.1198303437849972
0.0,221898.23414589697,10,1.7288737359231163
0.0,221898.23414589697,25,4.0933832666196395
0.0,221898.23414589697,50,0.4714180406044761
0.0,221898.23414589697,100,1.3336809166466992
0.0,221898.23414589697,133,0.8878573366855562
0.0,221898.23414589697,150,0.7371247248156578
0.0,221898.23414589697,200,0.9998943948085071
0.0,221898.23414589697,250,0.08605254358917591
0.0,221898.23414589697,300,0.29290171589309466
0.0,221898.23414589697,1526,0.5318533844474587
0.0,221898.23414589697,2000,0.4164004636113532
0.0,228546.38641349884,1,2.876411245433701
0.0,228546.38641349884,5,1.606466943405394
0.0,228546.38641349884,10,0.9617289985799289
0.0,228546.38641349884,25,7.263487551615981
0.0,228546.38641349884,50,3.9241748707499937
0.0,228546.38641349884,100,4.007561716614873
0.0,228546.38641349884,133,1.4166928895065212
0.0,228546.38641349884,150,0.8516416039783508
0.0,228546.38641349884,200,0.0036626820801757276
0.0,228546.38641349884,250,0.42639524742844515
0.0,228546.38641349884,300,0.3053696394090366
0.0,228546.38641349884,1526,0.6154208131774794
0.0,228546.38641349884,2000,0.12230838224058971
0.0,235393.71975499907,1,1.9323888850485673
0.0,235393.71975499907,5,0.34879689832087024
0.0,235393.71975499907,10,1.21144297817591
0.0,235393.71975499907,25,1.432810283924482
0.0,235393.71975499907,50,0.2916007762796653
0.0,235393.71975499907,100,3.4101694289856823
0.0,235393.71975499907,133,3.282378212952608
0.0,235393.71975499907,150,2.1611274960741866
0.0,235393.71975499907,200,0.8207995452576142
0.0,235393.71975499907,250,0.0012726194872811902
0.0,235393.71975499907,300,0.0354353929287754
0.0,235393.71975499907,1526,1.0236015388545638
0.0,235393.71975499907,2000,0.8809078856320411
0.0,242446.20170823307,1,7.369787198953418
0.0,242446.20170823307,5,3.661859228868707
0.0,242446.20170823307,10,3.80663149369866
0.0,242446.20170823307,25,3.659482277380448
0.0,242446.20170823307,50,1.5871208919779747
0.0,242446.20170823307,100,0.5234005403071933
