x,pi_x,K_sustained,sqrt_x,K_log2x,abs_err_at_K_log2x,hit_at_K_log2x,K_log3x,abs_err_at_K_log3x,hit_at_K_log3x,K_5log2x,abs_err_at_K_5log2x,hit_at_K_5log2x,K_sqrtx,abs_err_at_K_sqrtx,hit_at_K_sqrtx,K_halfsqrtx,abs_err_at_K_halfsqrtx,hit_at_K_halfsqrtx
100000.0,9592,578,316.22776601683796,133,0.33290226875033113,1,1526,0.12116217286711617,1,663,0.40159482916897105,1,316,1.202320775413682,0,158,0.8733385433097283,0
102996.03658099899,9853,1691,320.92995587978226,133,0.378417517280468,1,1538,0.5596185544909531,0,666,0.6494135865923454,0,321,0.20071840859600343,1,160,0.4847357565558923,1
106081.83551394482,10110,-1,325.7020655659783,134,3.9249301483432646,0,1550,1.183252802131392,0,670,0.13930982106467127,1,326,1.9917395756965561,0,163,2.529950248024761,0
109260.0861117378,10387,-1,330.5451347573245,135,0.1406856921257713,1,1561,0.3329552308914572,1,673,0.7412334516975534,0,331,0.33531501967263466,1,165,1.2968855391554825,0
112533.55826007646,10664,-1,335.46021859540434,135,1.8600722103692533,0,1573,1.1837608611331234,0,676,2.3456069922722236,0,335,0.7700976002706739,0,168,0.5072900894774648,0
115905.10483144816,10958,-1,340.4483879113663,136,7.271681783167878,0,1585,2.75103082397618,0,680,5.165676692880879,0,340,5.196816828745796,0,170,6.334450798693069,0
119377.66417144357,11246,1204,345.5107294592218,137,0.23065136290097144,1,1598,0.1643802186663379,1,683,1.0018170897346863,0,346,1.3415250276466395,0,173,0.32356906987297407,1
122954.26265956216,11560,1184,350.6483461526122,137,0.679064644016762,0,1610,0.053491567665332695,1,687,0.9442082436216879,0,351,0.6968274554201344,0,175,0.624839216014152,0
126638.01734674022,11874,1098,355.86235730509657,138,1.345915932306525,0,1622,0.10058708783253678,1,690,0.131778935672628,1,356,0.0641073383467301,1,178,1.1263929043143435,0
130432.13867190041,12198,960,361.15389887401244,139,0.3775514005046716,1,1634,0.23937254628617666,1,694,0.03062133711500792,1,361,0.34459131313815305,1,181,0.09267688437103061,1
134339.93325988986,12526,-1,366.5241237079626,139,1.8850539093418774,0,1646,0.757014590781182,0,697,0.8421655009242386,0,367,1.6862571084966476,0,183,1.7591930008165946,0
138364.8068032461,12871,-1,371.97420179798235,140,1.1350107474354445,0,1659,0.7257026793868135,0,701,1.5527883333797945,0,372,1.502998032467076,0,186,1.0418597764364677,0
142510.26703029993,13223,-1,377.50532053243955,141,2.319168650883512,0,1671,1.097801679479744,0,704,2.2580510335901636,0,378,2.8460845133758994,0,189,2.313930832386177,0
146779.92676220706,13572,780,383.1186849557289,142,0.8965946116732084,0,1684,0.23665137484022125,1,708,0.25572919773730973,1,383,0.41965550493841874,1,192,2.0056332405511057,0
151177.5070615663,13948,-1,388.81551803080896,142,2.444532599500235,0,1696,0.1941667620685621,1,711,1.1736267896794743,0,389,0.2937827499354171,1,194,0.5634446963795199,0
155706.84047537317,14334,2851,394.5970609056448,143,2.6472136651827896,0,1709,1.183581183255228,0,715,0.7366549142407166,0,395,0.02647618161608989,1,197,1.4438746733558219,0
160371.8743751331,14713,2857,400.46457318361274,144,1.4541112479855656,0,1722,0.6263786644267384,0,718,0.04574419095479243,1,400,1.4271359277990996,0,200,1.5534378583452053,0
165176.67439704583,15106,1227,406.4193331979248,144,2.6455604159909853,0,1734,0.33704005379695445,1,722,0.047835792171099456,1,406,2.480730659548499,0,203,2.4332295088097453,0
170125.42798525892,15508,-1,412.4626382901352,145,2.321603582071475,0,1747,0.9008743149333895,0,725,0.6460787273808819,0,412,0.6056811462349287,0,206,0.9114458879885206,0
175222.44804127837,15928,-1,418.5958050927868,146,4.05395225569373,0,1760,1.1591103660612134,0,729,1.8178954110935592,0,419,1.5423395799716673,0,209,0.12366854155334295,1
180472.17668271702,16380,-1,424.8201698162612,146,5.852879820184171,0,1773,0.8887655097223615,0,732,0.6459952706172771,0,425,0.5914212796396896,0,212,1.4927080198485783,0
185879.18911465636,16824,1003,431.13708853989397,147,0.6043086596182548,0,1786,0.08654551322615589,1,736,0.3077953830215847,1,431,0.6434292265075783,0,216,0.5529974847995618,0
191448.19761699575,17276,-1,437.54793750741845,148,6.4327875184426375,0,1799,3.1443457752284303,0,740,5.002300780870428,0,438,5.259670977720816,0,219,4.6658548639425135,0
197184.05565126418,17750,1771,444.05411342680316,149,2.004028727853438,0,1812,0.2602984563127393,1,743,0.5274637467882712,0,444,0.5834786287123279,0,222,2.110124138649553,0
203091.76209047346,18232,-1,450.6570337745473,149,0.3820083512691781,1,1825,1.6926980481366627,0,747,1.0247203903600166,0,451,0.6636012970629963,0,225,0.5430222225077159,0
209176.4655756995,18729,-1,457.35813710450094,150,6.379110178702831,0,1839,1.9945510448596906,0,750,4.310121824080852,0,457,4.149543377850932,0,229,5.5411571415752405,0
215443.46900318822,19244,-1,464.15888336127773,151,0.12874241945610265,1,1852,0.535128744362737,0,754,0.7815995000019029,0,464,0.7797148436875432,0,232,0.5940800655262137,0
221898.23414589697,19768,2661,471.06075419832734,152,0.30672097701972234,1,1865,0.49847001011221437,1,758,1.1394794285697571,0,471,0.6338916139357025,0,236,1.239252510786173,0
228546.38641349884,20307,2970,478.06525330073805,152,1.3103592581719568,0,1879,0.3198282724370074,1,761,1.519746063870116,0,478,0.9236398170651228,0,239,0.27043905262326007,1
235393.71975499907,20861,2751,485.1739067128395,153,2.3571998329171038,0,1892,0.8899773668672424,0,765,1.7553356691896624,0,485,1.1727986356199835,0,243,0.18023449505562894,1
