x,pi_x,K_sustained,sqrt_x,K_log2x,abs_err_at_K_log2x,hit_at_K_log2x,K_log3x,abs_err_at_K_log3x,hit_at_K_log3x,K_5log2x,abs_err_at_K_5log2x,hit_at_K_5log2x,K_sqrtx,abs_err_at_K_sqrtx,hit_at_K_sqrtx,K_halfsqrtx,abs_err_at_K_halfsqrtx,hit_at_K_halfsqrtx
10000000.0,664579,-1,3162.2776601683795,260,15.451504564029165,0,4187,1.19968666927889,0,1299,2.410281070973724,0,3162,0.06356066651642323,1,1581,3.1988084382610396,0
10299603.658099899,683158,-1,3209.2995587978226,261,4.566655605798587,0,4210,4.177533276379108,0,1304,9.036302051739767,0,3209,2.6674428274855018,0,1605,4.627563735703006,0
10608183.551394483,702286,-1,3257.020655659783,262,1.770079218200408,0,4234,1.612769861589186,0,1308,3.450542707578279,0,3257,3.5195967321051285,0,1629,3.2687983298674226,0
10926008.611173779,721955,-1,3305.4513475732447,263,1.144856916856952,0,4257,4.232596567948349,0,1313,9.906266975216568,0,3305,3.4472616591956466,0,1653,10.988217842299491,0
11253355.826007646,742162,-1,3354.6021859540433,264,19.881738432799466,0,4280,8.345614764024504,0,1318,10.47600569948554,0,3355,7.594575863797218,0,1677,6.848158369073644,0
11590510.483144816,762881,-1,3404.483879113663,265,10.78705057152547,0,4303,5.021888518589549,0,1323,7.845368939219043,0,3404,5.236020057229325,0,1702,0.4576353336451575,1
11937766.417144358,784226,-1,3455.1072945922183,266,10.717897503986023,0,4327,3.1103870786027983,0,1328,8.740172891062684,0,3455,4.261614679940976,0,1728,6.539807399618439,0
12295426.265956216,806148,5335,3506.483461526122,266,1.538106223801151,0,4350,0.36086678912397474,1,1332,5.221571682021022,0,3506,2.4293436320731416,0,1753,6.566836037556641,0
12663801.734674022,828705,-1,3558.6235730509657,267,12.320991254993714,0,4374,1.0966332313837484,0,1337,0.9981912003131583,0,3559,2.226138197351247,0,1779,2.1513188438257203,0
13043213.86719004,851878,-1,3611.5389887401243,268,8.555235019186512,0,4398,1.5737338559702039,0,1342,1.173652615165338,0,3612,2.7871694108471274,0,1806,0.0033533659297972918,1
13433993.325988987,875646,-1,3665.241237079626,269,4.31860725604929,0,4422,3.60279647866264,0,1347,2.7637513750232756,0,3665,4.290847226046026,0,1833,2.2557144777383655,0
13836480.680324608,900141,-1,3719.7420179798232,270,12.230078720254824,0,4446,2.644687734893523,0,1352,7.043257344397716,0,3720,0.5729736236389726,0,1860,8.007040544762276,0
14251026.703029992,925306,-1,3775.0532053243955,271,14.515473535982892,0,4470,6.931387496530078,0,1357,5.971527984365821,0,3775,3.8326731217093766,0,1888,6.5748269986361265,0
14677992.676220706,951227,-1,3831.186849557289,272,2.1725117104360834,0,4494,1.2002657731063664,0,1362,2.1913556582294405,0,3831,0.7597760017961264,0,1916,3.9250497496686876,0
15117750.70615663,977813,-1,3888.1551803080893,273,11.969218489946797,0,4518,4.02240712789353,0,1366,11.920103364042006,0,3888,5.131766360485926,0,1944,9.765065974323079,0
15570684.047537317,1005194,5461,3945.970609056448,274,5.485330919502303,0,4542,0.9708899533143267,0,1371,4.626771156443283,0,3946,0.4676998589420691,1,1973,0.7240833075484261,0
16037187.437513309,1033356,-1,4004.6457318361267,275,7.844348651356995,0,4566,0.8772149678552523,0,1376,8.060234796372242,0,4005,0.7688104779226705,0,2002,0.3059629306662828,1
16517667.439704582,1062239,-1,4064.193331979248,276,0.0808962699957192,1,4591,11.49493730859831,0,1381,14.162265355931595,0,4064,12.520055841188878,0,2032,12.323462339583784,0
17012542.798525892,1092091,-1,4124.626382901352,277,16.204962473595515,0,4615,1.5948984222486615,0,1386,5.1225652664434165,0,4125,1.6446699858643115,0,2062,5.823342324933037,0
17522244.80412784,1122725,-1,4185.9580509278685,278,2.2647685918491334,0,4640,5.1371340022888035,0,1391,2.82125016534701,0,4186,3.815794729394838,0,2093,3.169279990484938,0
18047217.6682717,1154146,-1,4248.201698162612,279,18.134031475521624,0,4665,0.5470966973807663,0,1396,7.186478596180677,0,4248,3.091943132225424,0,2124,7.919152781600133,0
18587918.911465637,1186419,-1,4311.37088539894,280,3.1301519656553864,0,4689,3.3463537401985377,0,1401,2.110710067441687,0,4311,2.768374163424596,0,2156,2.661467246245593,0
19144819.761699576,1219655,5485,4375.479375074185,281,2.205094075994566,0,4714,2.8108180169947445,0,1406,0.845570761943236,0,4375,1.670129861915484,0,2188,6.729122678283602,0
19718405.56512642,1253797,-1,4440.541134268032,282,7.408425387693569,0,4739,0.7745229022111744,0,1411,6.93446765630506,0,4441,0.804004893405363,0,2220,3.519788836594671,0
20309176.209047347,1288971,-1,4506.570337745473,283,9.465302405878901,0,4764,12.064812701428309,0,1416,10.293776150327176,0,4507,12.089043230749667,0,2253,6.661071725189686,0
20917646.55756995,1325068,-1,4573.581371045009,284,0.03469060477800667,1,4789,1.6306820462923497,0,1421,10.004882702371106,0,4574,2.145921539980918,0,2287,8.844179497798905,0
21544346.900318824,1362201,-1,4641.588833612777,285,7.411801790585741,0,4815,2.382773585850373,0,1426,10.270418539876118,0,4642,1.5756801036186516,0,2321,1.1238261531107128,0
22189823.414589696,1400431,5498,4710.607541983273,286,18.470137435244396,0,4840,2.9238437560852617,0,1431,8.080508935730904,0,4711,2.303113979054615,0,2355,3.0751308591570705,0
22854638.641349886,1439641,-1,4780.652533007381,287,8.087221159832552,0,4865,3.4084392082877457,0,1436,8.784204863244668,0,4781,4.252861831104383,0,2390,3.3336472269147635,0
23539371.975499906,1480034,-1,4851.739067128395,288,1.3719337813090533,0,4891,5.895141976419836,0,1441,0.3198512396775186,1,4852,7.443261078791693,0,2426,4.292308501666412,0
24244620.170823306,1521536,-1,4923.882631706741,289,3.0067918219137937,0,4916,8.33032450126484,0,1446,3.914012677501887,0,4924,8.384853578405455,0,2462,10.304887597216293,0
24970997.860065434,1564235,-1,4997.098944394181,290,1.309413111768663,0,4942,7.97152237710543,0,1451,0.14066241681575775,1,4997,7.568676809081808,0,2499,2.531697743339464,0
25719138.09059347,1608033,-1,5071.4039565581315,291,11.112436823081225,0,4968,3.915516867302358,0,1456,19.922320165205747,0,5071,3.2406572510953993,0,2536,7.323987697483972,0
26489692.876105297,1653185,-1,5146.813856756945,292,10.414455088088289,0,4993,5.078055548481643,0,1461,4.5169013070408255,0,5147,4.867921267170459,0,2573,9.808952842606232,0
27283333.764867693,1699581,-1,5223.345074266843,293,27.894804045325145,0,5019,2.183649013750255,0,1466,13.544586691539735,0,5223,2.5559750297106802,0,2612,10.022940036142245,0
28100752.42497918,1747339,-1,5301.014282661308,294,27.915961287915707,0,5045,9.0765323236119,0,1471,27.804169808281586,0,5301,10.836360458750278,0,2651,9.15328480466269,0
28942661.247167516,1796339,-1,5379.838403443687,295,5.490856361808255,0,5071,8.09212667727843,0,1476,3.8231220396701247,0,5380,7.083954868139699,0,2690,10.764919629087672,0
29809793.965647276,1846681,-1,5459.834609733822,296,39.101945092435926,0,5098,4.013328896835446,0,1481,4.527021108195186,0,5460,2.1523473563138396,0,2730,3.893530912697315,0
30702906.2975785,1898806,-1,5541.020330009492,297,29.766545572318137,0,5124,6.083042827900499,0,1486,0.9162818680051714,0,5500,3.4335274777840823,0,2771,10.27541418443434,0
31622776.601683795,1951957,-1,5623.413251903491,298,26.451233595144004,0,5150,6.933315876638517,0,1491,8.633613426005468,0,5500,8.817557593574747,0,2812,8.339971252018586,0
