anchor_log10,x_anchor,k_label,H,k,C_H,w_label,w,x,pi_H,HL,residual,abs_residual,log_x,sqrt_HL
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1451921,0,0.190134,-0.190134,0.190134,14.188398,0.436044
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1455323,0,0.190040,-0.190040,0.190040,14.190738,0.435936
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1461228,3,0.189878,2.810122,2.810122,14.194788,0.435749
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1465516,0,0.189760,-0.189760,0.189760,14.197718,0.435615
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1468077,0,0.189690,-0.189690,0.189690,14.199464,0.435534
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1473525,1,0.189542,0.810458,0.810458,14.203168,0.435364
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1477039,0,0.189446,-0.189446,0.189446,14.205550,0.435254
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1480007,0,0.189366,-0.189366,0.189366,14.207557,0.435162
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1484712,0,0.189239,-0.189239,0.189239,14.210731,0.435016
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1488812,0,0.189129,-0.189129,0.189129,14.213489,0.434890
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1492413,0,0.189033,-0.189033,0.189033,14.215905,0.434779
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1494838,0,0.188968,-0.188968,0.188968,14.217528,0.434704
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1498358,0,0.188874,-0.188874,0.188874,14.219880,0.434597
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1503229,1,0.188745,0.811255,0.811255,14.223126,0.434448
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1508495,1,0.188606,0.811394,0.811394,14.226623,0.434288
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1513236,1,0.188481,0.811519,0.811519,14.229761,0.434144
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1515713,0,0.188416,-0.188416,0.188416,14.231397,0.434069
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1517624,0,0.188366,-0.188366,0.188366,14.232657,0.434012
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1523367,0,0.188216,-0.188216,0.188216,14.236434,0.433839
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1528361,0,0.188086,-0.188086,0.188086,14.239706,0.433689
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1531392,0,0.188008,-0.188008,0.188008,14.241688,0.433599
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1535849,0,0.187893,-0.187893,0.187893,14.244594,0.433466
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1539551,0,0.187798,-0.187798,0.187798,14.247001,0.433356
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1540985,0,0.187761,-0.187761,0.187761,14.247932,0.433314
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1547760,0,0.187588,-0.187588,0.187588,14.252319,0.433114
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1550539,0,0.187517,-0.187517,0.187517,14.254113,0.433032
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1556180,0,0.187374,-0.187374,0.187374,14.257745,0.432867
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1559749,0,0.187283,-0.187283,0.187283,14.260035,0.432762
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1561130,0,0.187248,-0.187248,0.187248,14.260920,0.432722
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1564877,0,0.187154,-0.187154,0.187154,14.263318,0.432613
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1571105,0,0.186998,-0.186998,0.186998,14.267290,0.432432
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1574234,0,0.186920,-0.186920,0.186920,14.269279,0.432342
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1577534,1,0.186837,0.813163,0.813163,14.271373,0.432247
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1580942,0,0.186753,-0.186753,0.186753,14.273531,0.432149
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1586443,0,0.186616,-0.186616,0.186616,14.277005,0.431991
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1589205,1,0.186548,0.813452,0.813452,14.278744,0.431912
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1594623,0,0.186415,-0.186415,0.186415,14.282148,0.431758
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1596284,1,0.186374,0.813626,0.813626,14.283189,0.431711
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1599972,0,0.186284,-0.186284,0.186284,14.285497,0.431606
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1603525,0,0.186197,-0.186197,0.186197,14.287715,0.431505
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1608030,0,0.186087,-0.186087,0.186087,14.290520,0.431378
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1612004,0,0.185991,-0.185991,0.185991,14.292989,0.431267
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1614878,1,0.185921,0.814079,0.814079,14.294770,0.431186
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1619409,0,0.185812,-0.185812,0.185812,14.297572,0.431059
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1625501,0,0.185666,-0.185666,0.185666,14.301327,0.430890
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1626750,0,0.185636,-0.185636,0.185636,14.302095,0.430855
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1633361,0,0.185478,-0.185478,0.185478,14.306150,0.430672
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1636560,0,0.185402,-0.185402,0.185402,14.308107,0.430583
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1640054,0,0.185319,-0.185319,0.185319,14.310240,0.430487
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1644668,0,0.185210,-0.185210,0.185210,14.313049,0.430360
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1646366,0,0.185170,-0.185170,0.185170,14.314081,0.430314
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1650929,0,0.185063,-0.185063,0.185063,14.316849,0.430189
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1656242,0,0.184938,-0.184938,0.184938,14.320062,0.430044
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1660351,0,0.184842,-0.184842,0.184842,14.322540,0.429933
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1661575,0,0.184814,-0.184814,0.184814,14.323277,0.429900
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1667721,0,0.184671,-0.184671,0.184671,14.326969,0.429733
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1669727,0,0.184624,-0.184624,0.184624,14.328171,0.429679
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1676377,0,0.184471,-0.184471,0.184471,14.332145,0.429501
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1678678,1,0.184418,0.815582,0.815582,14.333517,0.429439
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1682412,1,0.184332,0.815668,0.815668,14.335739,0.429339
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1688183,0,0.184200,-0.184200,0.184200,14.339163,0.429185
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1691825,1,0.184117,0.815883,0.815883,14.341318,0.429089
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1696223,0,0.184017,-0.184017,0.184017,14.343915,0.428972
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1698612,0,0.183963,-0.183963,0.183963,14.345322,0.428909
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1702239,0,0.183881,-0.183881,0.183881,14.347455,0.428813
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1705707,0,0.183803,-0.183803,0.183803,14.349490,0.428722
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1710500,0,0.183695,-0.183695,0.183695,14.352296,0.428596
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1712451,0,0.183651,-0.183651,0.183651,14.353436,0.428545
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1719417,0,0.183495,-0.183495,0.183495,14.357496,0.428364
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1722920,0,0.183417,-0.183417,0.183417,14.359531,0.428273
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1727316,0,0.183320,-0.183320,0.183320,14.362079,0.428159
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1730061,1,0.183259,0.816741,0.816741,14.363667,0.428088
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1735273,0,0.183144,-0.183144,0.183144,14.366675,0.427953
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1735669,0,0.183135,-0.183135,0.183135,14.366903,0.427943
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1739587,0,0.183049,-0.183049,0.183049,14.369158,0.427842
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1743714,0,0.182959,-0.182959,0.182959,14.371528,0.427737
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1748069,0,0.182863,-0.182863,0.182863,14.374022,0.427625
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1753830,0,0.182738,-0.182738,0.182738,14.377313,0.427478
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1757371,0,0.182661,-0.182661,0.182661,14.379330,0.427388
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1760640,1,0.182590,0.817410,0.817410,14.381188,0.427306
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1763837,0,0.182521,-0.182521,0.182521,14.383002,0.427225
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1767888,1,0.182434,0.817566,0.817566,14.385296,0.427123
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1773382,0,0.182316,-0.182316,0.182316,14.388399,0.426984
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,narrow,190,1775333,0,0.182274,-0.182274,0.182274,14.389499,0.426936
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1000048,3,2.481619,0.518381,0.518381,13.815559,1.575315
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1005213,3,2.478848,0.521152,0.521152,13.820710,1.574436
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1008048,5,2.477335,2.522665,2.522665,13.823526,1.573955
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1012806,2,2.474808,-0.474808,0.474808,13.828235,1.573152
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1016497,1,2.472858,-1.472858,1.472858,13.831873,1.572532
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1020487,5,2.470761,2.529239,2.529239,13.835791,1.571865
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1023726,2,2.469066,-0.469066,0.469066,13.838959,1.571326
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1028163,1,2.466756,-1.466756,1.466756,13.843284,1.570591
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1031209,3,2.465177,0.534823,0.534823,13.846242,1.570088
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1035069,3,2.463185,0.536815,0.536815,13.849979,1.569454
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1038969,2,2.461182,-0.461182,0.461182,13.853739,1.568815
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1044376,2,2.458420,-0.458420,0.458420,13.858930,1.567935
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1047916,3,2.456623,0.543377,0.543377,13.862314,1.567362
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1051063,5,2.455031,2.544969,2.544969,13.865313,1.566854
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1054904,1,2.453097,-1.453097,1.453097,13.868960,1.566236
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1058829,1,2.451129,-1.451129,1.451129,13.872674,1.565608
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1063411,6,2.448844,3.551156,3.551156,13.876992,1.564878
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1066711,4,2.447207,1.552793,1.552793,13.880091,1.564355
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1071293,2,2.444944,-0.444944,0.444944,13.884377,1.563632
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1074823,3,2.443209,0.556791,0.556791,13.887667,1.563077
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1078725,2,2.441299,-0.441299,0.441299,13.891290,1.562466
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1082694,1,2.439366,-1.439366,1.439366,13.894963,1.561847
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1086755,1,2.437398,-1.437398,1.437398,13.898707,1.561217
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1090328,3,2.435674,0.564326,0.564326,13.901989,1.560664
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1094354,0,2.433739,-2.433739,2.433739,13.905675,1.560045
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1098805,3,2.431612,0.568388,0.568388,13.909734,1.559363
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1101389,1,2.430382,-1.430382,1.430382,13.912083,1.558968
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1105767,2,2.428306,-0.428306,0.428306,13.916050,1.558302
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1109281,0,2.426648,-2.426648,2.426648,13.919223,1.557770
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1114035,2,2.424415,-0.424415,0.424415,13.923499,1.557053
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1117261,5,2.422907,2.577093,2.577093,13.926391,1.556569
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1122197,1,2.420610,-1.420610,1.420610,13.930799,1.555831
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1125858,1,2.418915,-1.418915,1.418915,13.934056,1.555286
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1129272,3,2.417340,0.582660,0.582660,13.937084,1.554780
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1133900,0,2.415216,-2.415216,2.415216,13.941174,1.554096
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1137783,5,2.413442,2.586558,2.586558,13.944592,1.553526
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1140634,1,2.412144,-1.412144,1.412144,13.947095,1.553108
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1144439,3,2.410419,0.589581,0.589581,13.950425,1.552552
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1149238,1,2.408254,-1.408254,1.408254,13.954610,1.551855
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1153098,2,2.406520,-0.406520,0.406520,13.957963,1.551296
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1156905,3,2.404818,0.595182,0.595182,13.961259,1.550748
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1160343,2,2.403287,-0.403287,0.403287,13.964226,1.550254
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1163914,2,2.401703,-0.401703,0.401703,13.967299,1.549743
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1168524,2,2.399667,-0.399667,0.399667,13.971252,1.549086
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1172355,6,2.397983,3.602017,3.602017,13.974525,1.548542
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1175114,1,2.396775,-1.396775,1.396775,13.976876,1.548152
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1180097,7,2.394601,4.605399,4.605399,13.981107,1.547450
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1184020,0,2.392899,-2.392899,2.392899,13.984426,1.546900
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1186962,1,2.391626,-1.391626,1.391626,13.986908,1.546488
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1191619,2,2.389621,-0.389621,0.389621,13.990823,1.545840
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1196067,2,2.387715,-0.387715,0.387715,13.994549,1.545223
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1199899,1,2.386080,-1.386080,1.386080,13.997748,1.544694
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1203269,2,2.384648,-0.384648,0.384648,14.000553,1.544230
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1207233,4,2.382970,1.617030,1.617030,14.003842,1.543687
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1210696,7,2.381509,4.618491,4.618491,14.006706,1.543214
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1214467,3,2.379925,0.620075,0.620075,14.009816,1.542701
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1218533,2,2.378225,-0.378225,0.378225,14.013158,1.542149
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1223247,3,2.376262,0.623738,0.623738,14.017019,1.541513
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1227011,3,2.374702,0.625298,0.625298,14.020092,1.541007
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1230487,0,2.373266,-2.373266,2.373266,14.022921,1.540541
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1234136,0,2.371765,-2.371765,2.371765,14.025882,1.540054
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1238937,1,2.369798,-1.369798,1.369798,14.029764,1.539415
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1241830,2,2.368618,-0.368618,0.368618,14.032097,1.539031
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1246535,1,2.366706,-1.366706,1.366706,14.035878,1.538410
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1249913,1,2.365339,-1.365339,1.365339,14.038585,1.537966
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1253751,2,2.363791,-0.363791,0.363791,14.041650,1.537463
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1258230,5,2.361993,2.638007,2.638007,14.045217,1.536878
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1261532,3,2.360672,0.639328,0.639328,14.047837,1.536448
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1265639,2,2.359036,-0.359036,0.359036,14.051088,1.535915
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1269039,2,2.357687,-0.357687,0.357687,14.053770,1.535476
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1273740,1,2.355829,-1.355829,1.355829,14.057468,1.534871
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1276344,2,2.354803,-0.354803,0.354803,14.059510,1.534537
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1281149,3,2.352918,0.647082,0.647082,14.063268,1.533922
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1284973,4,2.351424,1.648576,1.648576,14.066248,1.533435
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1289476,4,2.349672,1.650328,1.650328,14.069746,1.532864
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1292338,3,2.348563,0.651437,0.651437,14.071964,1.532502
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1296781,2,2.346847,-0.346847,0.346847,14.075396,1.531942
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1300947,1,2.345245,-1.345245,1.345245,14.078603,1.531419
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1304788,3,2.343773,0.656227,0.656227,14.081551,1.530939
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1308513,2,2.342352,-0.342352,0.342352,14.084402,1.530474
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1311350,6,2.341273,3.658727,3.658727,14.086568,1.530122
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1315597,0,2.339663,-2.339663,2.339663,14.089801,1.529596
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1320239,3,2.337911,0.662089,0.662089,14.093323,1.529023
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1323789,3,2.336576,0.663424,0.663424,14.096009,1.528586
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1327851,3,2.335054,0.664946,0.664946,14.099072,1.528088
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1331513,0,2.333688,-2.333688,2.333688,14.101826,1.527641
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1334670,2,2.332514,-0.332514,0.332514,14.104195,1.527257
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1339589,6,2.330691,3.669309,3.669309,14.107873,1.526660
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1343850,5,2.329119,2.670881,2.670881,14.111049,1.526145
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1347610,1,2.327738,-1.327738,1.327738,14.113843,1.525692
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1350916,7,2.326527,4.673473,4.673473,14.116293,1.525296
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1355245,2,2.324947,-0.324947,0.324947,14.119493,1.524778
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1358081,4,2.323916,1.676084,1.676084,14.121583,1.524439
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1362510,1,2.322310,-1.322310,1.322310,14.124839,1.523913
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1366792,5,2.320765,2.679235,2.679235,14.127977,1.523406
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1370383,0,2.319473,-2.319473,2.319473,14.130601,1.522982
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1374682,2,2.317933,-0.317933,0.317933,14.133733,1.522476
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1379041,2,2.316377,-0.316377,0.316377,14.136899,1.521965
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1382330,1,2.315208,-1.315208,1.315208,14.139281,1.521581
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1385989,3,2.313911,0.686089,0.686089,14.141925,1.521154
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1389609,2,2.312632,-0.312632,0.312632,14.144533,1.520734
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1394507,4,2.310909,1.689091,1.689091,14.148052,1.520167
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1397991,2,2.309688,-0.309688,0.309688,14.150547,1.519766
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1401399,2,2.308497,-0.308497,0.308497,14.152982,1.519374
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1405819,3,2.306958,0.693042,0.693042,14.156131,1.518867
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1408780,2,2.305930,-0.305930,0.305930,14.158235,1.518529
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1412839,1,2.304526,-1.304526,1.304526,14.161112,1.518067
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1417466,4,2.302932,1.697068,1.697068,14.164381,1.517542
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1420685,0,2.301827,-2.301827,2.301827,14.166650,1.517177
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1424934,2,2.300373,-0.300373,0.300373,14.169636,1.516698
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1428267,4,2.299237,1.700763,1.700763,14.171972,1.516323
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1433520,1,2.297453,-1.297453,1.297453,14.175644,1.515735
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1437353,0,2.296156,-2.296156,2.296156,14.178314,1.515307
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1441119,1,2.294886,-1.294886,1.294886,14.180930,1.514888
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1444728,2,2.293673,-0.293673,0.293673,14.183432,1.514488
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1447936,1,2.292598,-1.292598,1.292598,14.185650,1.514133
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1452319,3,2.291135,0.708865,0.708865,14.188672,1.513650
6,1000000,k3_admiss,"(0, 2, 6)",3,2.858333,wide,2290,1456449,0,2.289761,-2.289761,2.289761,14.191512,1.513196
